occurrence_id,deck,slide_number,hidden_slide,object_id,object_name,sha256,duplicate_group,role,provenance,rights_status,treatment,destination,status,notes
DPN03. Heuristics & Biases:s35:o1,DPN03. Heuristics & Biases.pptx,35,False,11,Picture 9,3115deb5ecd82e44e9e18544bc2b1fafebfe0b93db0e2a4e468527866d498d9a,sha256:3115deb5ecd82e44,substantive,generated-looking project illustration; rights unclear,unclear,represented-in-text-or-activity,chapters/10-beliefs-that-defend-themselves.qmd#three-forms-of-overconfidence,complete,"Project collage is not copied; planning-fallacy examples are represented in prose. Raw asset ppt/media/image21.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s36:o1,DPN03. Heuristics & Biases.pptx,36,False,11,Content Placeholder 5,1205f32311c6abce411e9a32d6e38708a57f33a5234ff23bfa3f1c133387cb63,sha256:1205f32311c6abce,substantive,commercial book or presentation chart; exact underlying data not supplied,protected,represented-in-text-or-activity,chapters/10-beliefs-that-defend-themselves.qmd#three-forms-of-overconfidence,complete,"Flyvbjerg/Gardner chart is not copied or redrawn from unverified slide pixels; the recurring over-time/over-budget pattern is represented by an outside-view case. Raw asset ppt/media/image22.jpeg, 2117×1653 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s37:o1,DPN03. Heuristics & Biases.pptx,37,False,46,Image 0,2fc2c24181b93b6bdc234499013fb159efb518d00c32033070db7cc7ffc858b6,sha256:2fc2c24181b93b6b,substantive,generated-looking presentation illustration; rights unclear,unclear,represented-in-text-or-activity,chapters/10-beliefs-that-defend-themselves.qmd#three-forms-of-overconfidence,complete,"Generated presentation illustration is omitted; the 18-month light-rail case is re-expressed as a self-contained reference-class test. Raw asset ppt/media/image23.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s40:o1,DPN03. Heuristics & Biases.pptx,40,False,12,Picture 4,193de9d07bf5f8ea666523e5800ab67e25414dfd25b2d27433664c57ad6341c4,sha256:193de9d07bf5f8ea,substantive,deck-embedded conceptual diagram; no reusable license metadata,unclear,represented-in-existing-book-visual,figures/anchor-decoy.svg,complete,"Wheel-of-fortune anchor graphic maps to the original anchor schematic and cited UN-countries demonstration. Raw asset ppt/media/image24.png, 639×520 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s41:o1,DPN03. Heuristics & Biases.pptx,41,False,8,Picture 11,ca5cdf191891021d11df60bb9612b03a7fc86609a4d19261f3c0b6c0d928c5e7,sha256:ca5cdf191891021d,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/11-when-context-rewrites-comparison.qmd#anchors-halos-decoys-and-escalation,complete,"Product/number table is not copied; arbitrary identification-number anchoring is described and cited. Raw asset ppt/media/image25.png, 1363×502 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s42:o1,DPN03. Heuristics & Biases.pptx,42,False,9,Picture 11,6a2b7c44593fcfc3d7aa3cadb0b180d28c639423a1d64f238814c7b8156fc38f,sha256:6a2b7c44593fcfc3,substantive,commercial product photo and course-response chart; no reusable license or dataset,protected,represented-in-text-or-activity,chapters/11-when-context-rewrites-comparison.qmd#anchors-halos-decoys-and-escalation,complete,"Shoe photograph and course-response boxplot are not copied; the reusable activity uses independent estimates and evidence. Raw asset ppt/media/image26.png, 343×325 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s42:o2,DPN03. Heuristics & Biases.pptx,42,False,11,Picture 3,c93447fa439fe9be34371a2100ea5ec6f7594ec34947614ac61cde60da5bf6c2,sha256:c93447fa439fe9be,substantive,commercial product photo and course-response chart; no reusable license or dataset,protected,represented-in-text-or-activity,chapters/11-when-context-rewrites-comparison.qmd#anchors-halos-decoys-and-escalation,complete,"Shoe photograph and course-response boxplot are not copied; the reusable activity uses independent estimates and evidence. Raw asset ppt/media/image27.png, 1653×561 px; duplicate-group count in global inventory: 2."
DPN03. Heuristics & Biases:s43:o1,DPN03. Heuristics & Biases.pptx,43,False,9,Content Placeholder 9,22c97fffdeafd9e39f9fb6c028bba944eb2678283e7cf1fbabe845131958250d,sha256:22c97fffdeafd9e3,substantive,commercial product photo and course-response chart; no reusable license or dataset,protected,represented-in-text-or-activity,chapters/11-when-context-rewrites-comparison.qmd#anchors-halos-decoys-and-escalation,complete,"Shirt photograph and course-response chart are not copied; the same anchoring mechanism is covered by prose and activity. Raw asset ppt/media/image28.png, 334×319 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s43:o2,DPN03. Heuristics & Biases.pptx,43,False,10,Picture 2,3911799d9d627b7fc08337d060eb8cb0f68791a127d279035d90e4127b32f549,sha256:3911799d9d627b7f,substantive,commercial product photo and course-response chart; no reusable license or dataset,protected,represented-in-text-or-activity,chapters/11-when-context-rewrites-comparison.qmd#anchors-halos-decoys-and-escalation,complete,"Shirt photograph and course-response chart are not copied; the same anchoring mechanism is covered by prose and activity. Raw asset ppt/media/image29.png, 490×390 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s43:o3,DPN03. Heuristics & Biases.pptx,43,False,12,Picture 5,c93447fa439fe9be34371a2100ea5ec6f7594ec34947614ac61cde60da5bf6c2,sha256:c93447fa439fe9be,duplicate,exact embedded-asset duplicate of DPN03 slide 42 occurrence o2,protected,duplicate-accounted,chapters/11-when-context-rewrites-comparison.qmd#anchors-halos-decoys-and-escalation,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN03 slide 42 occurrence o2. Raw asset ppt/media/image27.png, 1653×561 px; duplicate-group count in global inventory: 2."
DPN03. Heuristics & Biases:s46:o1,DPN03. Heuristics & Biases.pptx,46,False,12,Picture 3,2b01b439a5971da38cb90f560663c3fa79865437d999b683f3d8764b830c13a1,sha256:2b01b439a5971da3,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/11-when-context-rewrites-comparison.qmd#halo-and-horn-effects,complete,"Alan/Ben result graphic is not copied; the identical trait lists in reversed order and primacy effect are stated and cited. Raw asset ppt/media/image30.png, 1933×533 px; duplicate-group count in global inventory: 2."
DPN03. Heuristics & Biases:s47:o1,DPN03. Heuristics & Biases.pptx,47,False,16,Picture 1,ceda72c877659a6737e8beba78678bfd9749f5fd3fc14cc388539af480636520,sha256:ceda72c877659a67,substantive,course diagram with commercial product styling; no license metadata,protected,represented-in-text-or-activity,chapters/11-when-context-rewrites-comparison.qmd#halo-and-horn-effects,complete,"Food-label and product/price order diagrams are not copied; first-information and attention-order mechanisms are represented in prose. Raw asset ppt/media/image31.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s47:o2,DPN03. Heuristics & Biases.pptx,47,False,17,Picture 2,4ed53679d73a671a3908a4f1af32354c23446bdc4fc282325545657988b623fc,sha256:4ed53679d73a671a,substantive,course diagram with commercial product styling; no license metadata,protected,represented-in-text-or-activity,chapters/11-when-context-rewrites-comparison.qmd#halo-and-horn-effects,complete,"Food-label and product/price order diagrams are not copied; first-information and attention-order mechanisms are represented in prose. Raw asset ppt/media/image32.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s48:o1,DPN03. Heuristics & Biases.pptx,48,False,6,Picture 9,ebae7fd0c917cf24ef051c9415cb2118bb36d5d9bc30909d68f99780e16503e7,sha256:ebae7fd0c917cf24,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Section or title artwork carries no unique evidence. Raw asset ppt/media/image33.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s49:o1,DPN03. Heuristics & Biases.pptx,49,False,9,Picture 2,b0ed98fad86c3773afc6fe8268b3bd57f2fe3678c34662e9e73c3129933002fe,sha256:b0ed98fad86c3773,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#equivalent-facts-different-meanings,complete,"Meat, yogurt, and surgery images are not copied; equivalent positive/negative frames are given as text with citations. Raw asset ppt/media/image34.jpeg, 613×326 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s49:o2,DPN03. Heuristics & Biases.pptx,49,False,12,Picture 7,90635d6853b743997e1be8498d40c7bcf1a7e993fa6c845586ab808290dac1e4,sha256:90635d6853b74399,duplicate,exact embedded-asset duplicate of DPN01 slide 22 occurrence o1,protected,duplicate-accounted,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#equivalent-facts-different-meanings,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN01 slide 22 occurrence o1. Raw asset ppt/media/image35.jpeg, 462×645 px; duplicate-group count in global inventory: 2."
DPN03. Heuristics & Biases:s49:o3,DPN03. Heuristics & Biases.pptx,49,False,13,Picture 8,9568a063e2f83c863cf119eeab957e7b2daf61bae4d771259e00bbcfc75c2f00,sha256:9568a063e2f83c86,duplicate,exact embedded-asset duplicate of DPN01 slide 22 occurrence o2,protected,duplicate-accounted,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#equivalent-facts-different-meanings,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN01 slide 22 occurrence o2. Raw asset ppt/media/image36.jpeg, 480×645 px; duplicate-group count in global inventory: 2."
DPN03. Heuristics & Biases:s49:o4,DPN03. Heuristics & Biases.pptx,49,False,14,Picture 4,86deda321283dd7b05a7cdab0b8c20a3c5dd3c041030e372967bf45a7bd103d1,sha256:86deda321283dd7b,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#equivalent-facts-different-meanings,complete,"Meat, yogurt, and surgery images are not copied; equivalent positive/negative frames are given as text with citations. Raw asset ppt/media/image37.png, 1489×577 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s51:o1,DPN03. Heuristics & Biases.pptx,51,False,11,Picture 5,2b01b439a5971da38cb90f560663c3fa79865437d999b683f3d8764b830c13a1,sha256:2b01b439a5971da3,duplicate,exact embedded-asset duplicate of DPN03 slide 46 occurrence o1,protected,duplicate-accounted,chapters/11-when-context-rewrites-comparison.qmd#halo-and-horn-effects,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN03 slide 46 occurrence o1. Raw asset ppt/media/image30.png, 1933×533 px; duplicate-group count in global inventory: 2."
DPN03. Heuristics & Biases:s52:o1,DPN03. Heuristics & Biases.pptx,52,False,13,Content Placeholder 5,3f71da3f17a1410e27850addff8aab1557188e7df77d43bfd117a1682cc17509,sha256:3f71da3f17a1410e,substantive,course or third-party conceptual illustration; no license metadata,protected,represented-in-text-or-activity,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#equivalent-facts-different-meanings,complete,"Illustrated foreground/background frames are not copied; prose explains that frames make some information focal and other information recede. Raw asset ppt/media/image38.png, 740×334 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s52:o2,DPN03. Heuristics & Biases.pptx,52,False,14,Content Placeholder 5,4c9eaa6290be67825faab28bd37e5fa0b4e093633c11b61751dfc63937a2603d,sha256:4c9eaa6290be6782,substantive,course or third-party conceptual illustration; no license metadata,protected,represented-in-text-or-activity,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#equivalent-facts-different-meanings,complete,"Illustrated foreground/background frames are not copied; prose explains that frames make some information focal and other information recede. Raw asset ppt/media/image39.png, 740×331 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s53:o1,DPN03. Heuristics & Biases.pptx,53,False,7,Content Placeholder 5,d3a5f57e3cd71fba0ea998d2fd49ce5c2d2d76fa52f6d84a5116af5c1ac86552,sha256:d3a5f57e3cd71fba,substantive,course or third-party conceptual illustration; no license metadata,protected,represented-in-text-or-activity,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#equivalent-facts-different-meanings,complete,"Second illustrated framing pair is not copied; the same selection/interpretation mechanism is represented in prose. Raw asset ppt/media/image40.png, 733×338 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s53:o2,DPN03. Heuristics & Biases.pptx,53,False,8,Content Placeholder 5,a3616397a1faa367b3c2576d0fbd985c1e3796da15c14c95ceff8f62ec7e50f4,sha256:a3616397a1faa367,substantive,course or third-party conceptual illustration; no license metadata,protected,represented-in-text-or-activity,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#equivalent-facts-different-meanings,complete,"Second illustrated framing pair is not copied; the same selection/interpretation mechanism is represented in prose. Raw asset ppt/media/image41.png, 733×335 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s54:o1,DPN03. Heuristics & Biases.pptx,54,False,8,Picture 4,4a29f9a9a111ef39fda1342d3d771207c55a712140106dc8bc2eafdedeb5e42a,sha256:4a29f9a9a111ef39,substantive,commercial web photograph or screenshot,protected,represented-in-text-or-activity,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#questions-that-contain-an-answer,complete,"WikiHow-style ramen photograph is protected; the one-egg/two-eggs assumed-choice contrast is preserved as text. Raw asset ppt/media/image42.jpeg, 396×259 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s55:o1,DPN03. Heuristics & Biases.pptx,55,False,12,Picture 2,f67ef46d78fe6950d28bab072e5627eced61754a6176f95fd6b22f6a5417cf0b,sha256:f67ef46d78fe6950,substantive,journal-derived speed-estimate chart; only underlying published values are reused,facts-or-data-only,redrawn-data,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#fig-wording-memory-study-redraw,complete,"The crash photograph and journal artwork are not copied. Published speed-estimate and false-glass values are redrawn in a new two-panel chart with a source note."
DPN03. Heuristics & Biases:s55:o2,DPN03. Heuristics & Biases.pptx,55,False,13,Picture 2,ebb0a7722f05029634e439c735cda74d3d9016f71151023d12b11350ae1f0257,sha256:ebb0a7722f050296,substantive,third-party crash photograph; no license metadata,protected,represented-in-text-or-activity,chapters/12-framing-when-the-same-facts-become-different-decisions.qmd#framing-memory-and-causality,complete,"Crash photograph and study graph are not copied; hit/smashed speed and false-glass findings are described and cited. Raw asset ppt/media/image44.jpeg, 414×252 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s57:o1,DPN03. Heuristics & Biases.pptx,57,False,8,Content Placeholder 5,4ca8561a38b1f828420b31a1ca19db6c0f0199b76f0ec83db90ab2982a3fb399,sha256:4ca8561a38b1f828,administrative,deck-embedded QR code or live-platform screenshot,protected,administrative-omitted,chapters/09-what-feels-likely-availability-affect-and-resemblance.qmd#feeling-as-evidence,accounted,"Live recall/rating prompt screenshot is omitted; mood-as-information is represented as a durable reflection prompt and cited prose. Raw asset ppt/media/image45.png, 886×153 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s58:o1,DPN03. Heuristics & Biases.pptx,58,False,8,Picture 5,58c6b01afd5c9e3b3efca653ecd87add3895762b4cf519241bdc5ac56057bcf4,sha256:58c6b01afd5c9e3b,substantive,course or third-party result graphic; no reusable dataset,protected,represented-in-text-or-activity,chapters/09-what-feels-likely-availability-affect-and-resemblance.qmd#feeling-as-evidence,complete,"Happy/sad recall result graphic is not copied; incidental mood and attribution are explained with source caveats. Raw asset ppt/media/image46.png, 1933×533 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s59:o1,DPN03. Heuristics & Biases.pptx,59,False,10,Picture 4,d952c57216c1273013c6705cf1f6f21da49077153dea55a39ea694b37d344cad,sha256:d952c57216c12730,substantive,commercial flyer or experimental stimulus image,protected,represented-in-text-or-activity,chapters/13-accessibility-familiarity-and-ease.qmd#goals-and-action,complete,"Protected recipe flyers are not copied; the supermarket health-prime study, existing-goal boundary, and setting-specific effect warning are in prose. Raw asset ppt/media/image47.png, 659×433 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s61:o1,DPN03. Heuristics & Biases.pptx,61,False,10,Picture 4,c1065373db12ea28a4d0b7f02ad61b41c7bc9f8c2bd8eb88cd7618405fa1c25b,sha256:c1065373db12ea28,duplicate,exact embedded-asset duplicate of DPN01 slide 25 occurrence o1,protected,duplicate-accounted,chapters/01-decision-making-is-a-process-not-a-moment.qmd#example-6-mars-publicity-and-mars-bar-sales,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN01 slide 25 occurrence o1. Raw asset ppt/media/image48.png, 640×462 px; duplicate-group count in global inventory: 2."
DPN03. Heuristics & Biases:s61:o2,DPN03. Heuristics & Biases.pptx,61,False,11,Picture 2,6e7efc6cbd6b75f08039528727b475a7b8ccbc1f7c33849bf571b5d1803be16d,sha256:6e7efc6cbd6b75f0,duplicate,exact embedded-asset duplicate of DPN01 slide 25 occurrence o2,protected,duplicate-accounted,chapters/01-decision-making-is-a-process-not-a-moment.qmd#example-6-mars-publicity-and-mars-bar-sales,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN01 slide 25 occurrence o2. Raw asset ppt/media/image49.jpeg, 584×364 px; duplicate-group count in global inventory: 2."
DPN03. Heuristics & Biases:s62:o1,DPN03. Heuristics & Biases.pptx,62,False,17,Picture 4,4ee532c1954a67372c2637600aca0b8d622958b28a8dd300dcc05f7c1a20391e,sha256:4ee532c1954a6737,substantive,third-party audiovisual thumbnail with source URL in deck relationship,protected,linked-original,chapters/retired-fluency-familiarity-and-the-feeling-of-truth.qmd#watch-and-test-familiarity-planted-before-the-choice,complete,"Protected Focus frame is replaced by the authorized clip link and an exposure–ease–feeling–choice prompt. Raw asset ppt/media/image50.jpeg, 1200×628 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s68:o1,DPN03. Heuristics & Biases.pptx,68,False,18,Picture 8,1a3e27adb280b4cbde1e600a75ebadcce9a15ae8cd54242fafe00e6484a11b1f,sha256:1a3e27adb280b4cb,substantive,third-party task stimuli and result graphics; no license metadata,protected,represented-in-text-or-activity,chapters/08-fast-and-frugal-thinking.qmd#slow-thinking-is-powerful-expensive-and-often-late,complete,"Stroop stimulus, auxiliary drawings, and result panels are not copied; a self-contained ink-colour task and conflict-control interpretation were added with a primary citation. Raw asset ppt/media/image51.png, 1206×774 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s68:o2,DPN03. Heuristics & Biases.pptx,68,False,19,Picture 13,d05a39c48b605ccd4ac754d67875c91e0c44808260aa52445656042c2f0175c9,sha256:d05a39c48b605ccd,substantive,third-party task stimuli and result graphics; no license metadata,protected,represented-in-text-or-activity,chapters/08-fast-and-frugal-thinking.qmd#slow-thinking-is-powerful-expensive-and-often-late,complete,"Stroop stimulus, auxiliary drawings, and result panels are not copied; a self-contained ink-colour task and conflict-control interpretation were added with a primary citation. Raw asset ppt/media/image52.png, 1933×533 px; duplicate-group count in global inventory: 1."
DPN03. Heuristics & Biases:s68:o3,DPN03. Heuristics & Biases.pptx,68,False,20,Image 1,6a45a57b261cdc8d8f4954bee83520bc404a9cb53b9018526b083c8070df860a,sha256:6a45a57b261cdc8d,substantive,third-party task stimuli and result graphics; no license metadata,protected,represented-in-text-or-activity,chapters/08-fast-and-frugal-thinking.qmd#slow-thinking-is-powerful-expensive-and-often-late,complete,"Stroop stimulus, auxiliary drawings, and result panels are not copied; a self-contained ink-colour task and conflict-control interpretation were added with a primary citation. Raw asset ppt/media/image53.png, 1641×488 px; duplicate-group count in global inventory: 1."
DPN04. Influence & Persuasion:s1:o1,DPN04. Influence & Persuasion.pptx,1,False,3,Picture 2,e6dedca6649905f9bfe8bb0c15275c0e34f75f8e3974efeaf41569777605e4e6,sha256:e6dedca6649905f9,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Title illustration adds atmosphere only; omitted from the textbook.
DPN04. Influence & Persuasion:s4:o1,DPN04. Influence & Persuasion.pptx,4,False,6,Picture 5,44937bcf0a4fbc39caf09fbb6b30bdef3a05a362023b71a90f680a9ec0ffe4cf,sha256:44937bcf0a4fbc39,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Section-divider illustration is decorative and omitted.
DPN04. Influence & Persuasion:s6:o1,DPN04. Influence & Persuasion.pptx,6,False,2,Chimps outperform humans at memory task,0a2d9a42c568be3eea0e9a95b9ba28ccfa8df6c04d945e60a4351bf32d69bfbc,sha256:0a2d9a42c568be3e,substantive,Video frame from chimpanzee numeral-memory demonstration; source ownership not granted,protected,linked-original,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,complete,The comparison is described and cited; no video frame is copied.
DPN04. Influence & Persuasion:s7:o1,DPN04. Influence & Persuasion.pptx,7,False,7,Picture 6,05304ce2462b4a8be13802788b4ee90566bfb13ff5f3caecf07797aaf460855d,sha256:05304ce2462b4a8b,substantive,Comparative-cognition bar chart derived from named studies; embedded chart artwork is not reused,facts-or-data-only,represented-in-text-or-activity,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,complete,Human social-learning advantage and narrower task-specific primate advantages are stated with citations.
DPN04. Influence & Persuasion:s8:o1,DPN04. Influence & Persuasion.pptx,8,False,8,Content Placeholder 5,ce296bef2245f1888760e1a8c41e366778b2e0c4940cda7692e4924e5b5405a8,sha256:ce296bef2245f188,substantive,Social-brain scatterplot from scholarly source,facts-or-data-only,represented-in-text-or-activity,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,complete,The neocortex/social-group association is explained with Dunbar and Sallet citations; no source chart is copied.
DPN04. Influence & Persuasion:s8:o2,DPN04. Influence & Persuasion.pptx,8,False,9,Picture 8,40b08d0a0a93b0e2da4fa2fab70fbfcd382ba85c86f3874e4f817d96e1835d92,sha256:40b08d0a0a93b0e2,substantive,Alternate social-brain scatterplot from scholarly source,facts-or-data-only,represented-in-text-or-activity,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,complete,Same concept is represented in prose; this source chart is not copied.
DPN04. Influence & Persuasion:s9:o1,DPN04. Influence & Persuasion.pptx,9,False,7,Content Placeholder 5,31c371df5dc480d2eecf90f781493abb7fca68b1d1492c533659ff57211af0ae,sha256:31c371df5dc480d2,substantive,Personal instructor/family photograph identified by the author,author-owned,embedded-author-owned,figures/personal-mimicry-crossed-arms.jpg; chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd#fig-personal-mimicry-crossed-arms,complete,The author-owned photograph is used as an engaging illustration of a shared posture; the caption states that it does not establish automatic mimicry and names alternative explanations.
DPN04. Influence & Persuasion:s9:o2,DPN04. Influence & Persuasion.pptx,9,False,8,Picture 7,6785b6ad7654142d33eb7065246ee445673ba923423c5bc3c0f4ba956e58cd0c,sha256:6785b6ad7654142d,substantive,Historical adult-and-child photograph; provenance not supplied,unclear,represented-in-text-or-activity,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,complete,Imitation is represented in the social-learning discussion; photograph omitted.
DPN04. Influence & Persuasion:s9:o3,DPN04. Influence & Persuasion.pptx,9,False,4,Picture 3,d5c0e9c17e24c9d4f95505620560d5ae573c2c6a1e3194f95e15e2c0644d26a4,sha256:d5c0e9c17e24c9d4,substantive,Adult-and-infant imitation photograph; provenance not supplied,unclear,represented-in-text-or-activity,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,complete,Imitation is represented in text; photograph omitted.
DPN04. Influence & Persuasion:s10:o1,DPN04. Influence & Persuasion.pptx,10,False,9,Content Placeholder 5,5ffb9c65553cbf7a4f2bb5fb170ab00f051f7f9d0e1db355c84a3feeb4c3d3d0,sha256:5ffb9c65553cbf7a,substantive,Horner and Whiten puzzle-box study photograph,protected,represented-in-text-or-activity,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd,complete,The transparent-box overimitation task and boundary conditions are described and cited; source image omitted.
DPN04. Influence & Persuasion:s11:o1,DPN04. Influence & Persuasion.pptx,11,False,9,Content Placeholder 5,91f9d0d6256e40c0d116bd7a0edb203bb480807b18ab6380d30b8be5a9849896,sha256:91f9d0d6256e40c0,substantive,Bar chart summarizing Chartrand and Bargh mimicry study,facts-or-data-only,redrawn-data,chapters/26-social-norms-and-conformity-when-other-people-become-evidence.qmd#fig-mimicry-study-redraw,complete,"Reported study means are redrawn in the book's visual system with task-specific and no-mind-control boundaries beside the evidence."
DPN04. Influence & Persuasion:s13:o1,DPN04. Influence & Persuasion.pptx,13,False,6,Picture 5,1d6ec2856dc680a2af43c5adbdbc385c2c0a86f82ace40ab168c1a7e5854f399,sha256:1d6ec2856dc680a2,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Section-divider conformity illustration is decorative and omitted.
DPN04. Influence & Persuasion:s15:o1,DPN04. Influence & Persuasion.pptx,15,False,6,Content Placeholder 5,5e19d5030124ec8044f1a270d7f584e52664c2b917b025ebbd73113021c4a413,sha256:5e19d5030124ec80,substantive,Illustrative social-proof panel with unclear artwork provenance,unclear,original-replacement,chapters/retired-conformity-norms-and-social-proof.qmd,complete,Replaced by an original norm-message diagnostic that tests whether a descriptive claim helps or normalizes harm.
DPN04. Influence & Persuasion:s16:o1,DPN04. Influence & Persuasion.pptx,16,False,4,Picture 3,fa7113a12ea8e7eed39ee5781ccc115c41c0e0245b09af738ab2fb7ee8ebcae7,sha256:fa7113a12ea8e7ee,substantive,Frame from elevator conformity demonstration,protected,linked-original,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The textbook links the original clip and supplies a predict-diagnose activity; no frame copied.
DPN04. Influence & Persuasion:s17:o1,DPN04. Influence & Persuasion.pptx,17,False,2050,Picture 2,18d7275ac3e1bea6e429c75085ed7599aff54077ebd113060647384ab0e70c22,sha256:18d7275ac3e1bea6,substantive,Commercial illustration of The Emperor's New Clothes; artwork rights unclear,protected,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The public-domain tale is used as text; this modern illustration is omitted.
DPN04. Influence & Persuasion:s18:o1,DPN04. Influence & Persuasion.pptx,18,False,1026,Picture 2,003ee12582fc2ca66821ad984fbe5017937eb3d359c4947a6e1193c1cfd1f98d,sha256:003ee12582fc2ca6,substantive,Asch line-task graphic from third-party material,protected,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,The task is described and the original demonstration is linked; graphic omitted.
DPN04. Influence & Persuasion:s18:o2,DPN04. Influence & Persuasion.pptx,18,False,8,Picture 7,9a6bd14d025c8dd5e22602f5379c4d0c0e2925dd6722397c565f56349f8be4d3,sha256:9a6bd14d025c8dd5,substantive,Asch study photograph/caption strip,protected,linked-original,chapters/retired-conformity-norms-and-social-proof.qmd,complete,"Asch task, dissenter test, and citation are retained; no photograph copied."
DPN04. Influence & Persuasion:s19:o1,DPN04. Influence & Persuasion.pptx,19,False,16,Picture 15,30dc38c2e95182c56b73654c6f8bca22df08e26360a9c703dc7108485c5980ca,sha256:30dc38c2e95182c5,substantive,"Salganik, Dodds, and Watts study-result chart",facts-or-data-only,redrawn-data,chapters/retired-conformity-norms-and-social-proof.qmd#fig-cultural-market-study-redraw,complete,The published unpredictability pattern is redrawn in a new chart and paired with an original parallel-worlds schematic.
DPN04. Influence & Persuasion:s20:o1,DPN04. Influence & Persuasion.pptx,20,False,9,Content Placeholder 5,60cab50dde3f3abc8b703965a851ec8735ff30234eb1cbbfdb0c6fedb115e640,sha256:60cab50dde3f3abc,substantive,Ridout and Campbell drinking-feedback result chart,facts-or-data-only,represented-in-text-or-activity,chapters/retired-conformity-norms-and-social-proof.qmd,complete,"The private norm-correction intervention, time points, limitations, and citation are stated in prose."
