"source_path","source_group","format","source_role","final_status","final_destination","final_handling","source_sha256"
"09 - Additional Topics/Existing Additional Topics/x. Additional Topics.pptx","09 - Additional Topics / negotiation extensions","pptx","miscellaneous legacy deck","incorporated_via_source_family","Chapters 37–41: unified Negotiation part","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","25b382ed089751d1eca7d17c2040622138fdfb90440a9f4e4934d550825c31d5"
"09 - Additional Topics/Mind Magic.pptx","09 - Additional Topics / neuroscience and self-help","pptx","mixed neuroscience/self-help deck","incorporated_via_source_family","Chapter 7 and Appendix C; unsupported self-help claims excluded","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","095389a1b4f9176951054bd1eb03788aca54fce115c8a49b4771775849ec6518"
"09. Behavioral Finance.pptx","06/Behavioral finance and investment decisions","pptx","condensed root synthesis/index","incorporated_via_source_family","Chapter 24: Behavioral Finance","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","dba778c3626bf4fba2353d87ee167ae843fb84b41c0edd01f0f91d85c3133892"
"11. Behavioral Game Theory.pptx","05/Strategic interdependence and behavioral game theory","pptx","byte-identical duplicate","supporting_duplicate","Chapters 27–28: strategic interdependence and behavioral game theory","No double counting: integrated through the named canonical source or source family.","86f8bc5e09f78e4ac019508ca11245da576b139733d15e26f277157a1a5a0ce4"
"11. Probability Judgment.pptx","04 Probability judgment || ADDITIONAL AUDIT: Root synthesis/Probability judgment","pptx","recent 26-slide synthesis; unsafe as citation authority || ADDITIONAL AUDIT: condensed root synthesis/index","supporting_duplicate","Chapter 13: Probability Judgment","No double counting: integrated through the named canonical source or source family.","ece678b7e73151387226cd9c8f152998c7339b8984d9eba5e34273ebdedff120"
"12. Risky Decision Making.pptx","04 Risky decision making || ADDITIONAL AUDIT: Root synthesis/Risky decision-making","pptx","recent 26-slide synthesis; unsafe as citation authority || ADDITIONAL AUDIT: condensed root synthesis/index","supporting_duplicate","Chapter 19: Risky Decision-Making","No double counting: integrated through the named canonical source or source family.","6a1c46f2142c9fc3971dc1280adf74d8b7a4f831b025f3ad3a85d352b710a591"
"13. Prospect Theory.pptx","04 Prospect theory and reference-dependent choice || ADDITIONAL AUDIT: Root synthesis/Prospect theory","pptx","recent 26-slide synthesis; unsafe as citation authority || ADDITIONAL AUDIT: condensed root synthesis/index","supporting_duplicate","Chapter 20: Prospect Theory","No double counting: integrated through the named canonical source or source family.","efb21b6637a9427d319062fa9b1c278c4368ba78aeabd8f2c8a6adf69ba9ee9f"
"14. Intertemporal Decision Making.pptx","06/Intertemporal choice","pptx","condensed root synthesis/index","incorporated_via_source_family","Chapter 22: Intertemporal Decision-Making; bridge to Chapter 26","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","97f642bfdc54685822052abceef8072cd1b1dd27f5497a3d58f03425a3b4f724"
"15. Decision from Experience.pptx","07/Decision from experience","pptx","condensed root synthesis/index","incorporated_via_source_family","Chapter 21: Decisions from Experience","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","fc3386cc73af58eb0d63980f27a23343c3559c573bd3ee254564516d95cc8a48"
"BE01. Decision Process - Complete 2h.pptx","01 Foundations — decision process","pptx","complete two-hour teaching version; enrichment source","supporting_duplicate","Chapters 1–8, Chapter 48, and Appendix C","No double counting: integrated through the named canonical source or source family.","1de6d4d50b1ea3b5a9b52e761a278e6fd5e30add02c193824e9553c436a38590"
"BE01. Decision Process - Revised 2h.pptx","01 Foundations — decision process","pptx","revised two-hour teaching version; preferred scientific spine","supporting_duplicate","Chapters 1–8, Chapter 48, and Appendix C","No double counting: integrated through the named canonical source or source family.","165f82b6e86bc60acd757a04ad9dfad2748adf6a75efb0db5940cc046568e225"
"BE01. Decision Process.pptx","01 Foundations — decision process","pptx","legacy long deck with hidden appendix","supporting_duplicate","Chapters 1–8, Chapter 48, and Appendix C","No double counting: integrated through the named canonical source or source family.","b36872d4cd47a6efcd205f6a0ead93ed14f46476b278239c8cb5a8fb62b6a7dd"
"BE02. Attention, Prediction, and Expectation - Complete 2h.pptx","02 Attention — selection, prediction, and expectation","pptx","complete two-hour teaching version; enrichment source","supporting_duplicate","Chapters 6–8: attention, predictive inference, and expectation","No double counting: integrated through the named canonical source or source family.","2a450c497a9404f5b2b14e95c4a7a0252a5d53976a1b7f7d9fb9222c76b4852c"
"BE02. Attention_Prediction_Expectation.pptx","02 Attention — selection, prediction, and expectation","pptx","legacy/integrated teaching version","supporting_duplicate","Chapters 6–8: attention, predictive inference, and expectation","No double counting: integrated through the named canonical source or source family.","ced43b8d76b12c814337fee4f6615507eba7ac8a840986277f22397237445cb1"
"BE02. Neuroscience of Decision Making - Revised 2h.pptx","01 Foundations — neuroscience of judgment and decision","pptx","revised two-hour teaching version; preferred scientific spine","supporting_duplicate","Chapters 1–8, Chapter 48, and Appendix C","No double counting: integrated through the named canonical source or source family.","74f6cca88f8d3e166cee54040a04325a0e3078ac0b90d53b973dd34c4048f7b7"
"BE03&04. Heuristics & Biases.pptx","02 Heuristics and biases — combined lecture","pptx","legacy/integrated teaching version","supporting_duplicate","Chapters 9–18: heuristics, biases, probability, framing, priming, and fluency","No double counting: integrated through the named canonical source or source family.","1d87eeb78aeeb034a237fe233450ebb50d2148378a6472b6ec6d4018bb97c557"
"BE03. Limited Attention and Two-Process Thinking - Revised 2h.pptx","02 Attention — selection, prediction, and expectation","pptx","revised two-hour teaching version; preferred scientific spine","supporting_duplicate","Chapters 6–8: attention, predictive inference, and expectation","No double counting: integrated through the named canonical source or source family.","08edd12ad9ef63942654061b4b674a260410e9e5efe8f7692aefb21540094b02"
"BE03. Two Systems and Heuristics - Complete 2h.pptx","02 Heuristics — two-process thinking","pptx","complete two-hour teaching version; enrichment source","supporting_duplicate","Chapters 9–18: heuristics, biases, probability, framing, priming, and fluency","No double counting: integrated through the named canonical source or source family.","181567676c1de350607a616cc92c6b05962ace6e9191f9a5cc3f4183c84e06cd"
"BE04. Biases and Contextual Influence - Complete 2h.pptx","02 Biases — story protection and contextual judgment","pptx","complete two-hour teaching version; enrichment source","supporting_duplicate","Chapters 9–18: heuristics, biases, probability, framing, priming, and fluency","No double counting: integrated through the named canonical source or source family.","3778c96c3822cb8a8d84f1ff0aebdd724613f15642466a47289126f05c4d8325"
"BE04. Heuristics, Biases, and Contextual Influence - Revised 2h.pptx","02 Heuristics and biases — combined lecture","pptx","revised two-hour teaching version; preferred scientific spine","supporting_duplicate","Chapters 9–18: heuristics, biases, probability, framing, priming, and fluency","No double counting: integrated through the named canonical source or source family.","7707bed7d48327cc2d2508583eed9a7fbf502586b6ea7edcb0008f86c01e9750"
"BE05. Habits and Behavior Design - Complete 2h.pptx","03 Habits and behavior design","pptx","complete two-hour teaching version; enrichment source","supporting_duplicate","Chapters 44–48: habits, self-control, behavior and decision design","No double counting: integrated through the named canonical source or source family.","33325f898b187f39a6eed821c1c8064bc46473247120b3c7fc0c5db1748a9427"
"BE05. Habits and Behavior Design - Revised 2h.pptx","03 Habits and behavior design","pptx","revised two-hour teaching version; preferred scientific spine","supporting_duplicate","Chapters 44–48: habits, self-control, behavior and decision design","No double counting: integrated through the named canonical source or source family.","3e25d9e2753de42ece5f4b60b4c40d7d955f25297d4b7af19331f644d78b1daf"
"BE05. Habits and Behavior Design.pptx","03 Habits and behavior design","pptx","legacy/draft teaching version","supporting_duplicate","Chapters 44–48: habits, self-control, behavior and decision design","No double counting: integrated through the named canonical source or source family.","8e1c3c7d8c4758f79627452ad2b8938b93adccb4f91c2ff7665f91d686227a98"
"BE06. Choice Architecture.pptx","03 Choice architecture and nudge","pptx","exact duplicate","supporting_duplicate","Chapter 47: Choice Architecture","No double counting: integrated through the named canonical source or source family.","a27184154813c22c9f59e7f75cd3311757125b058e3229160332a4bafcd863dd"
"BE06. Nudge and Choice Architecture - Complete 2h.pptx","03 Choice architecture and nudge","pptx","complete two-hour teaching version; enrichment source","supporting_duplicate","Chapter 47: Choice Architecture","No double counting: integrated through the named canonical source or source family.","f280ea1968ebabf005a057863058f330e84ecc0bcad1b6bca7f2341bc5a3e304"
"BE06. Nudge and Choice Architecture - Revised 2h.pptx","03 Choice architecture and nudge","pptx","revised two-hour teaching version; preferred scientific spine","supporting_duplicate","Chapter 47: Choice Architecture","No double counting: integrated through the named canonical source or source family.","b9663dc058de8ae57096e70c954481489714f7a2b2ff71f5bc30fa8207f1957e"
"BE06. Nudge and Choice Architecture.pptx","03 Choice architecture and nudge","pptx","legacy/draft teaching version","supporting_duplicate","Chapter 47: Choice Architecture","No double counting: integrated through the named canonical source or source family.","344508d9ffd01dc50a3b658fc25365d6b36647ef8c7210e8dfa907d74da8223a"
"BE07. Mental Accounting - Complete 2h.pptx","06/Mental accounting","pptx","modern comprehensive companion deck","incorporated_via_source_family","Chapter 23: Mental Accounting","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","32f876d9a740c6274977bde6ef1f129cd747008bb6d77c7871e8910dc2be4a13"
"BE07. Mental Accounting - Revised 2h.pptx","06/Mental accounting","pptx","modern revised canonical teaching deck","incorporated_via_source_family","Chapter 23: Mental Accounting","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","27c3807b68821659e9dcc2a203618da8eb9368b5161c759aa4fd6e41d119f13e"
"BE07. Mental Acounting.pptx","06/Mental accounting","pptx","byte-identical duplicate","supporting_duplicate","Chapter 23: Mental Accounting","No double counting: integrated through the named canonical source or source family.","7ec30f77c8c4285a85bdc3ce4b0f800b62e7ac226a0a95e3d010370b8317966f"
"BE08. Strategic Interdependence - Complete 2h.pptx","05/Strategic interdependence","pptx","modern comprehensive companion deck","incorporated_via_source_family","Chapters 27–28: strategic interdependence and behavioral game theory","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","74f140613705f6c90a6b2fc6fa39619f4a81133d03319d71f924fb4c967224cc"
"BE08. Strategic Interdependence - Revised 2h.pptx","05/Strategic interdependence","pptx","modern revised canonical teaching deck","incorporated_via_source_family","Chapters 27–28: strategic interdependence and behavioral game theory","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","85c6e104b7aff84e394260ce5fce771d349bc8fc67d149b0e56d0854a2a753eb"
"BE08. Strategic Interdependence.pptx","05/Strategic interdependence","pptx","byte-identical duplicate","supporting_duplicate","Chapters 27–28: strategic interdependence and behavioral game theory","No double counting: integrated through the named canonical source or source family.","f3a98cb874b947aca17adc73a808c3559f5d91876411cacbb7c46591204c8881"
"BE09. Behavioral Finance and Investment Decisions - Complete 2h.pptx","06/Behavioral finance and investment decisions","pptx","modern comprehensive companion deck","incorporated_via_source_family","Chapter 24: Behavioral Finance","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","4ac45dbfab35888e5d8a7dd0eb3058f614828cbf52cc73327cc32f0a9d829cf6"
"BE09. Behavioral Finance and Investment Decisions - Revised 2h.pptx","06/Behavioral finance and investment decisions","pptx","modern revised canonical teaching deck","incorporated_via_source_family","Chapter 24: Behavioral Finance","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","7a868a3a9a514421d14ca9d23ca9d4fa31f38e3ecd3e5b53b4134585083f33d4"
"BE09. Investment Decisions.pptx","06/Behavioral finance and investment decisions","pptx","byte-identical duplicate","supporting_duplicate","Chapter 24: Behavioral Finance","No double counting: integrated through the named canonical source or source family.","bb7623ee5d3fb0efffaee430b19057c29b6884527a36c5d2c4ca25ebff2f8c35"
"BE10. Asset Bubbles - Complete 2h.pptx","06/Asset bubbles","pptx","modern comprehensive companion deck","incorporated_via_source_family","Chapter 25: Asset Bubbles","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","e122a3966171a91d791da8569ec2e69c17a28fb1c8ad7d0a078b2f70e4847f35"
"BE10. Asset Bubbles - Revised 2h.pptx","06/Asset bubbles","pptx","modern revised canonical teaching deck","incorporated_via_source_family","Chapter 25: Asset Bubbles","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","08dc3a8bcb38f9a568896b0789adfb091983c71b391b6edbe2963a7295a633ac"
"BE10. Asset Bubbles .pptx","06/Asset bubbles","pptx","byte-identical duplicate","supporting_duplicate","Chapter 25: Asset Bubbles","No double counting: integrated through the named canonical source or source family.","48742da32a2ae8631e3e7d41bab6ffa2a285a48905ef2fa94779b52ebb0cac37"
"DPN2026/DPN01. Decision Process.pdf","DPN2026 lecture sequence","pdf","authoritative current lecture handout","incorporated_via_source_family","Chapters 1–5: decision process, benchmark, sacrifice, valuation, and post-choice learning","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","6f313888a62110d0573b524865cf827c7decae81223bbaa1795e0177ca7a72c2"
"DPN2026/DPN02. Attention_Prediction_Expectation.pdf","DPN2026 lecture sequence","pdf","authoritative current lecture handout","incorporated_via_source_family","Chapters 6–8: attention, predictive inference, and expectation","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","09e827f92087c1fa75085998882bfde063c9b14f0f457e55bb6e787705aaff59"
"DPN2026/DPN03. Heuristics & Biases.pdf","DPN2026 lecture sequence","pdf","authoritative current lecture handout","incorporated_via_source_family","Chapters 9–18: two-process thinking, heuristics, biases, probability, framing, priming, and fluency","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","f9dab61909ae184e9c9035d227e4144248b7cca7890eedfacb897ce99453e79b"
"DPN2026/DPN04. Influence & Persuasion.pdf","DPN2026 lecture sequence","pdf","authoritative current lecture handout","incorporated_via_source_family","Chapters 33–36: influence, persuasion, and evidence-aligned narrative","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","fbca01003d35f7c99fd766bbfa18c241cefe442a6bb39e0f0978d89efc3344e2"
"DPN2026/DPN05. Distributive Negotiation.pdf","DPN2026 lecture sequence","pdf","authoritative current lecture handout","incorporated_via_source_family","Chapters 37–41: the unified Negotiation part","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","2d7cb01864bd51c21e46e81dc95fcb3a0a6bebde34582e73f30a2039f67bb5c8"
"DPN2026/DPN06. Integrative Negotiation.pdf","DPN2026 lecture sequence","pdf","authoritative current lecture handout","incorporated_via_source_family","Chapters 37–41: the unified Negotiation part","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","b6b1124b840a4926213bde65655beee29841b0dadcf042df19a2cf70d0437dd5"
"DPN2026/DPN07. Communication & Connection.pdf","DPN2026 lecture sequence","pdf","authoritative current lecture handout","incorporated_via_source_family","Chapters 42–43: communication, connection, and repair","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","9269676186d44d202fd50a203dcd38f8e561461ffa0a1c6404cbbe2abb49c222"
"Editable_Active_Inference_Diagram_with_Icons  -  Repaired.pptx","01 Foundations — predictive processing, free energy, and active inference || ADDITIONAL AUDIT: Top-level repaired active-inference assets","pptx","single-slide native editable diagram asset || ADDITIONAL AUDIT: single-slide editable source asset","supporting_duplicate","Chapters 1–8, Chapter 48, and Appendix C","No double counting: integrated through the named canonical source or source family.","ea1e7293c6ef4b10290dec2f88bdf0d1d9dbaf7cd0a105db9e50b0085816fa70"
"FEP_Active_Inference_Behavioral_Economics_Lecture  -  Repaired.pptx","01 Foundations — predictive processing, free energy, and active inference || ADDITIONAL AUDIT: Top-level repaired active-inference assets","pptx","broad applied active-inference variant || ADDITIONAL AUDIT: broad alternative teaching deck","supporting_duplicate","Chapters 1–8, Chapter 48, and Appendix C","No double counting: integrated through the named canonical source or source family.","791c22c074afc39856aaec2d0e9cc7fc323910376f5b1a1700b953e449de4a8a"
"FEP_Active_Inference_Behavioral_Economics_Lecture(1)  -  Repaired.pptx","01 Foundations — predictive processing, free energy, and active inference || ADDITIONAL AUDIT: Top-level repaired active-inference assets","pptx","advanced mathematical active-inference variant || ADDITIONAL AUDIT: technically precise alternative deck","supporting_duplicate","Chapters 1–8, Chapter 48, and Appendix C","No double counting: integrated through the named canonical source or source family.","7453374f097075c35e40a1184f1e329690ca19596605bb759b6e477db50c89a4"
"Readings/.DS_Store","Readings","none","macOS administrative artifact","excluded_noncontent","none","Administrative or generated build artifact; inventoried and verified, but it contains no book content.","2b3a18a1838808fd29d2ea17030dd4535de982e8b7d360efc55f0899eb63f105"
"Readings/01 - AI, Prediction and Complexity/AI and Behavioral Economics.pdf","Readings / AI, prediction, and complexity","pdf","published scholarly chapter","synthesized_no_direct_reproduction","Chapter 7, Chapter 48, and Appendix C: prediction, AI, and evidence boundaries","Synthesized and cited where relevant; copyrighted article text and figures were not reproduced.","dc0f9d7ba5a4bf301314c104c8fb14e04b207ffdb8c146ff9139dc4091b3c189"
"Readings/01 - AI, Prediction and Complexity/Impact of ML on economics.pdf","Readings / AI, prediction, and complexity","pdf","published scholarly chapter","synthesized_no_direct_reproduction","Chapter 7, Chapter 48, and Appendix C: prediction, AI, and evidence boundaries","Synthesized and cited where relevant; copyrighted article text and figures were not reproduced.","b3f6939ca570daa573274f2c6c21add0e3ccb97fbc42d2295adeb925e0eabb1b"
"Readings/01 - AI, Prediction and Complexity/Impact_ML_on_Econ_Summary.pptx","Readings / AI, prediction, and complexity","pptx","derivative summary deck","supporting_duplicate","Chapter 7, Chapter 48, and Appendix C: prediction, AI, and evidence boundaries","No double counting: integrated through the named canonical source or source family.","53b299a92e0b9f5189a4935be118ff74e648dfdb7dc530e57e5e605ae49f22fb"
"Readings/01 - AI, Prediction and Complexity/Prediction Judgment and Complexity.pdf","Readings / AI, prediction, and complexity","pdf","published scholarly chapter","synthesized_no_direct_reproduction","Chapter 7, Chapter 48, and Appendix C: prediction, AI, and evidence boundaries","Synthesized and cited where relevant; copyrighted article text and figures were not reproduced.","dc01cdf8ed6a9bd8d911803c6c22df616a7674716de03b438bd6e5811c9e01dd"
"Readings/01 - AI, Prediction and Complexity/Prediction_Judgment_Complexity_Summary.pptx","Readings / AI, prediction, and complexity","pptx","derivative summary deck","supporting_duplicate","Chapter 7, Chapter 48, and Appendix C: prediction, AI, and evidence boundaries","No double counting: integrated through the named canonical source or source family.","6c79d30766d6f5dd1f8dc474fac936ff444d84fbbc3cdd547e58727b619133b8"
"Readings/01 - AI, Prediction and Complexity/The economics of artificial intelligence an agenda.pdf","Readings / AI, prediction, and complexity","pdf","copyrighted edited volume / source repository","incorporated_via_source_family","Chapter 7, Chapter 48, and Appendix C: prediction, AI, and evidence boundaries","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","7f3e4ef096e63727facd42f052b69209be1eea5c5a5465fe7df5f928e366fcf7"
"Readings/01 - AI, Prediction and Complexity/__From Perception to Choice_ Understanding the Dimensions of Decision Making__.docx","Readings / AI, prediction, and complexity","docx","synthetic derivative reading / source-discovery aid","verification_lead_only","Chapter 7, Chapter 48, and Appendix C: prediction, AI, and evidence boundaries","Used as a checklist or source-discovery lead; no unverified claim was imported as evidence.","c312ce0b5902a2e11980f77598e330bf51dfa51d8e781024421c140561aac73b"
"Readings/01 - AI, Prediction and Complexity/__From Perception to Choice_ Understanding the Dimensions of Decision Making__.pdf","Readings / AI, prediction, and complexity","pdf","rendered duplicate of synthetic DOCX","supporting_duplicate","Chapter 7, Chapter 48, and Appendix C: prediction, AI, and evidence boundaries","No double counting: integrated through the named canonical source or source family.","4b9aaaab1b7daba6f2063bf4ddac0d817c533124271a8388e897321b8359f158"
"Readings/02 - Research Design and Replication/Choosing the Right Research Question in Behavioral Economics.docx","Readings / research design and replication","docx","synthetic student guide","verification_lead_only","Appendix C: research design, power, replication, and claim calibration","Used as a checklist or source-discovery lead; no unverified claim was imported as evidence.","d307a0952657690cf870edc675afaa108a5f7fa7c11c7d157a4505d3d63056e6"
"Readings/02 - Research Design and Replication/Choosing the Right Research Question in Behavioral Economics.pdf","Readings / research design and replication","pdf","rendered duplicate of synthetic DOCX","supporting_duplicate","Appendix C: research design, power, replication, and claim calibration","No double counting: integrated through the named canonical source or source family.","7e6ddfb166b423d73fb67d4e34b158154802b4a9233844d6af736e72a8beebdc"
"Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx","Readings / research design and replication","docx","synthetic replication-crisis survey / lead list","verification_lead_only","Appendix C: research design, power, replication, and claim calibration","Used as a checklist or source-discovery lead; no unverified claim was imported as evidence.","dc65495c23ab6d0a7a49984611991073c652f327dcf74285398fd0f577358c4d"
"Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.pdf","Readings / research design and replication","pdf","rendered duplicate of synthetic DOCX","supporting_duplicate","Appendix C: research design, power, replication, and claim calibration","No double counting: integrated through the named canonical source or source family.","c088cb94f6a5e5693d02d9733f147f4812d10109b92cf4682ca91a17d414452f"
"Readings/02 - Research Design and Replication/Formulating a Strong Research Question for a Behavioral Economics Literature Review.docx","Readings / research design and replication","docx","synthetic student guide","incorporated_via_source_family","Appendix C: research design, power, replication, and claim calibration","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","3953a6d880eca2d4a02f771733bb4d2e84ecade30042d79f5ff5e67785202cc4"
"Readings/02 - Research Design and Replication/Formulating a Strong Research Question for a Behavioral Economics Literature Review.pdf","Readings / research design and replication","pdf","rendered duplicate of synthetic DOCX","supporting_duplicate","Appendix C: research design, power, replication, and claim calibration","No double counting: integrated through the named canonical source or source family.","7be680707ab6ec823e91edfa8084c15f7d647f3fc26c9a35f2e6f42b205e20a5"
"Readings/03 - Priming and Goal Setting/Chapter – Goal Setting and Priming Effects on Behavior.docx","Readings / priming and goal setting","docx","synthetic literature chapter","incorporated_via_source_family","Chapters 17, 46, and 48: priming, goals, behavior design, and evidence boundaries","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","cff9697ab5c643327fabeba1f28f788ea3c176150cefc0198cad842b893b2be4"
"Readings/03 - Priming and Goal Setting/Chapter – Goal Setting and Priming Effects on Behavior.pdf","Readings / priming and goal setting","pdf","rendered duplicate of synthetic DOCX","supporting_duplicate","Chapters 17, 46, and 48: priming, goals, behavior design, and evidence boundaries","No double counting: integrated through the named canonical source or source family.","7690f5789798348717bb10657e65a2bd3cea65b50b3d9f3b22be1fd60f130806"
"Readings/03 - Priming and Goal Setting/Priming, Subliminal Messaging, and Positive Thinking_ A Scientific Review and the Replication Crisis.docx","Readings / priming and goal setting","docx","synthetic replication-aware review / lead list","verification_lead_only","Chapters 17, 46, and 48: priming, goals, behavior design, and evidence boundaries","Used as a checklist or source-discovery lead; no unverified claim was imported as evidence.","c6e7f96a462c3319b98e67d11124bd15a114e325085b1ebd9eb57978a2739946"
"Readings/03 - Priming and Goal Setting/Priming, Subliminal Messaging, and Positive Thinking_ A Scientific Review and the Replication Crisis.pdf","Readings / priming and goal setting","pdf","rendered duplicate of synthetic DOCX","supporting_duplicate","Chapters 17, 46, and 48: priming, goals, behavior design, and evidence boundaries","No double counting: integrated through the named canonical source or source family.","c2ea20a6d13235354e072636b15ddb6ea66b8e279fd0b9404510f16ec523367c"
"Readings/Instructor Notes/Literature.docx","Readings / instructor notes","docx","minimal bibliography note","incorporated_via_source_family","Appendix C: bibliographic verification and replication guidance","Distinctive, relevant concepts, examples, activities, and cautions were integrated in the mapped destination; obsolete administration and unsupported claims were omitted.","a56b027272abd3fc22505dabb557488fd79ac842e13b69b99dcb14ef70a44cd1"
"Readings/Instructor Notes/Replication Crisis References.docx","Readings / instructor notes","docx","bibliographic lead list / rough notes","verification_lead_only","Appendix C: bibliographic verification and replication guidance","Used as a checklist or source-discovery lead; no unverified claim was imported as evidence.","c883d6fd6e429cdd715f828012f32eaaff68f90c5f443fc69443d5a2b8feb374"
