"source_path","source_group","format","size_bytes","sha256","slides_or_pages","hidden_slides","notes_present","duplicate_of","role","content_summary","examples_activities","quant_claims","citations_urls","visuals_rights","current_destination","gap_status","recommended_destination","disposition","verification_notes"
"DPN2026/DPN01. Decision Process.pdf","DPN2026 lecture sequence","pdf","11126714","6f313888a62110d0573b524865cf827c7decae81223bbaa1795e0177ca7a72c2","62","not applicable","no separate speaker notes","","authoritative current lecture handout","Decision anatomy and loop; prediction versus valuation; choice and opportunity cost; rational choice as benchmark; bounded rationality; context effects; valuation through body/self/social relevance; learning under uncertainty; outcome/hindsight/choice-blindness/introspection; decision-audit studio.","Personal decision story and audit; facts-versus-values statements; Google ad arrow, honesty box, Economist decoy, surgery/organ default, Mars bars; vmPFC lesion; process-versus-outcome matrix; decision journal.","62 pages; 46 image objects. Includes 206-fMRI-study valuation summary and multiple classic effect claims; each empirical figure should be tied to its primary source and uncertainty.","References pages 61–62 include von Neumann–Morgenstern, Savage, Edwards, Simon, Bechara/Damasio, attention/value/choice-blindness and decision-audit sources. No parsed URLs.","Many embedded photos, screenshots, study plots, and logos. Core diagrams should be rebuilt; web/brand/journal images should not be copied. Current book already uses original redraws for many examples.","chapters/01-the-choice-is-the-tip-of-the-iceberg.qmd, 02-a-rational-benchmark-not-a-portrait.qmd, 03-opportunity-cost-information-and-better-options.qmd, 07-value-is-constructed.qmd, 18-the-narrator-after-the-choice.qmd; appendix A","substantially incorporated","same current chapters; use as sequence/voice QA source","retain as authoritative progression; reconcile any example-level omissions only","The deck’s organization strongly matches the current Part I. Avoid overlocalizing “value” to one neural system; current chapter 7 appropriately treats valuation as distributed."
"DPN2026/DPN02. Attention_Prediction_Expectation.pdf","DPN2026 lecture sequence","pdf","11947196","09e827f92087c1fa75085998882bfde063c9b14f0f457e55bb6e787705aaff59","70","not applicable","no separate speaker notes","","authoritative current lecture handout","Attention as gatekeeper; limited capacity and expert tunneling; predictive processing, priors, evidence and precision; perceptual construction; inner models; placebo/nocebo, stress, identity/age/teacher expectations, self-fulfilling social/market loops; active-inference extension and perceptual Umwelt.","Invisible gorilla/radiologist gorilla; HUD and change blindness; optical illusions; newly sighted adult; placebo/nocebo; stereotype/aging/teacher expectations; wine/beer/energy-drink expectation; loop-mapping activity; bee versus human perception.","70 pages; 83 image objects. Claims include brain 2%/about 20% resting energy, roughly 10 conscious bits/s, 83% radiologist miss rate, and 7.5-year aging-belief association; verify scope, source, and causal interpretation.","Friston, Clark, Hohwy, Simons/Chabris, Drew et al., placebo/nocebo, Crum, Rosenthal/Jussim, aging and perception sources; two YouTube links.","High image density: optical illusions, clinical/animal photos, study figures, and video stills. Use original geometric illusions where permissible, licensed/public-domain assets, and redrawn study figures with source data; link videos.","chapters/05-attention-is-the-gatekeeper-of-evidence.qmd, 06-the-predictive-mind.qmd, 08-expectations-that-become-causes.qmd","substantially incorporated; active-inference detail partial","same chapters, especially active-inference refinements in chapter 6","retain sequence; add only missing conceptual distinctions","Correct grammar/typos when porting. Do not infer individual causal effects from aging/culture correlations, and do not imply open-label placebo effects are universal. Clarify that task-related brain energy changes are small relative to baseline, not evidence that effort is costless."
"DPN2026/DPN03. Heuristics & Biases.pdf","DPN2026 lecture sequence","pdf","11548036","f9dab61909ae184e9c9035d227e4144248b7cca7890eedfacb897ce99453e79b","76","not applicable","no separate speaker notes","","authoritative current lecture handout","Dual-process thinking; affect, availability, and representativeness; confirmation, overconfidence/planning fallacy, anchoring, halo; framing, priming, and mere exposure; CRT/Stroop; bias-process redesign.","Panda versus keystone species; sunny-day mood; letter-retrieval; competence faces; Barnum sketch; project overruns; UN/phone/shoe anchors; Asian disease; ramen/Loftus wording; Mars bars; CRT and Stroop; process redesign.","76 pages; 57 image objects. Claims include 70% face-election prediction, 16,000-project planning-fallacy summary, Forer 4.30/5 and class 6.80/10, 75% snack-purchase reduction, and CRT associations; verify all estimates/protocols.","Reference pages 71–76; three YouTube links. Includes current and classic sources but some class-specific results are not publishable evidence.","Panda/starfish photos, book cover, video stills, study graphs, and web images are copyrighted/unclear. Recreate the panda-versus-keystone-species concept with original/openly licensed artwork; redraw results and link clips.","chapters/04-fast-answers-slow-inspection.qmd and 09–17","substantially incorporated","same chapters; activity/index cross-links in appendices A–B","retain progression; update evidence and visual rights","Do not describe heuristics as merely a maladapted “caveman brain.” Update the hot-hand literature if added. The Papies 75% figure is context/protocol-specific; priming effects require replication-aware language."
"DPN2026/DPN04. Influence & Persuasion.pdf","DPN2026 lecture sequence","pdf","10907366","fbca01003d35f7c99fd766bbfa18c241cefe442a6bb39e0f0978d89efc3344e2","91","not applicable","no separate speaker notes","","authoritative current lecture handout","Social learning and overimitation; mimicry; conformity/social proof/norms; persuasion as model updating; ABT and STORY; evidence ladder; fluency/MAYA; identity, autonomy, commitment, reciprocity, narrative, sharing, and ethical persuasion.","Chimp memory and puzzle-box copying; chameleon effect; elevator/Asch; cultural markets; petrified-wood and anti-drug norm backfire; ABT speech/product rewrites; STORY pitch; My Big Fat Greek Wedding, Franklin, foot-in-door; bird/Rokia examples; film/story neural synchronization.","91 pages; 60 image objects. Claims include 37% Asch conformity, norm/drinking changes, foot-in-door effects, identifiable-victim WTP, and fMRI synchronization. Study design and uncertainty must accompany any recreated result.","Five reference pages with Boyd, Tomasello, Chartrand, Asch, Cialdini, Clark, Olson, Berger, Deci/Ryan, Hasson and others; 48 parsed URL/DOI strings, several concatenated during PDF extraction; multiple YouTube links.","Chimp/video stills, speech photos/full text, film/TV/news stills, journal plots, ads, brand material, and commercial images require replacement or linking. Recreate study results from data and use only brief lawful quotations. Do not reproduce MLK speech text beyond a short excerpt.","chapters/22-social-learning-mimicry-and-attribution.qmd through 27-building-an-evidence-aligned-story.qmd","substantially incorporated","same chapters; use as voice and example sequence authority","retain progression; audit each visual and quotation before reuse","ABT/STORY/SUCCES are practitioner frameworks, not effect laws. Neural synchronization shows coordinated processing, not persuasion or agreement. Claims that stories are “more persuasive than facts/statistics” are too broad; the current book’s story–evidence braid is preferable."
"DPN2026/DPN05. Distributive Negotiation.pdf","DPN2026 lecture sequence","pdf","8013388","2d7cb01864bd51c21e46e81dc95fcb3a0a6bebde34582e73f30a2039f67bb5c8","66","not applicable","no separate speaker notes","","authoritative current lecture handout","Negotiation as joint decision; value creation versus division; interests not positions; myths; preparation; BATNA/reservation value/target; ZOPA and surplus; first offers, precision/range offers, counter-anchors, silence, concessions, reciprocity, and common mistakes.","Exclusivity and hostage cases; thumb wrestling/high-road choice; Vietnamese Prunes; Roosevelt photograph case; Billy Wilder/Chandler; Jack Donaghy and Office clips; door-in-face; concession patterns.","66 pages; 33 image objects. Includes fewer-than-4%, 20%, and 50% negotiation-performance claims, anchor studies, bargaining equations, and concession effects; trace all to original protocols.","Raiffa, Fisher/Ury, Thompson/Hrebec, Galinsky/Mussweiler, Mason, Ames/Mason, Curhan, Tey and others; five YouTube links.","Photos, TV/movie clips, case images, and paper figures are not book-ready. Preserve links and build original ZOPA/offer/concession diagrams. Historical Roosevelt image may be public domain only after provenance check.","chapters/30-negotiation-is-joint-decision-making.qmd, 31-preparing-to-claim-value.qmd, 32-anchors-concessions-and-bargaining-tactics.qmd","substantially incorporated","Part VIII Negotiation (already combines distributive and integrative material)","retain as authoritative sequence; reconcile examples/qualifiers","Avoid “never accept the first offer” as an unqualified rule; the deck later gives relationship/information caveats. First-offer advantage, precision, ranges, and silence are context-dependent."
"DPN2026/DPN06. Integrative Negotiation.pdf","DPN2026 lecture sequence","pdf","10460813","b6b1124b840a4926213bde65655beee29841b0dadcf042df19a2cf70d0437dd5","66","not applicable","no separate speaker notes","","authoritative current lecture handout","Integrative foundations, Pareto efficiency, positions/interests, Camp David, issue priorities, MESOs, contingent contracts, post-settlement settlements; deadlines; mediation/arbitration; lie-detection limits; optional culture/cognition/communication/negotiation extension.","Builder penalty case; Camp David sovereignty/security; rank-and-threshold questions; contingent-fee/royalty examples; last-minute demand; deadlines; Clinton clip; salary-question scripts; panda–banana–monkey culture-pairing illustration; rice–wheat/obstacle/chair field study; cross-cultural communication cases.","66 pages; 62 image objects. Includes Pareto diagrams, 60–80% mediation settlement claim, approximately 54% lie detection, rice–wheat country/field comparisons, and culture-index plots; each needs source and uncertainty/heterogeneity.","Raiffa, Thompson, Bazerman/Gillespie, Bond & DePaulo, Camp David primary history, Nisbett/Peng, Talhelm, Hofstede, Adair/Gunia; HBR, US State Department, and YouTube links.","The panda, banana, and monkey slide is conceptually useful but uses third-party photos. Rebuild as an original vector/icon illustration with the same relational-versus-taxonomic task; superficial photo modification does not resolve copyright. Redraw all journal plots/maps; link video. Country imagery requires licenses.","chapters/30, 33-interests-priorities-and-trade-offs.qmd, 34-mesos-contingent-contracts-and-better-agreements.qmd, and 37-culture-identity-social-meaning.qmd; deadline/silence in chapter 32","substantially incorporated; some process-tool detail partial","Part VIII Negotiation plus chapter 37; combine distributive/integrative in one Part as already configured","retain progression; add only missing mediation/arbitration and process details; replace visuals","Do not infer individuals from country averages; the deck itself flags ecological fallacy. Treat rice–wheat, honor, trust, directness, and contract claims as distributions/hypotheses with within-country variation, not national personality rules. “Avoid yes/no questions” is a situational tactic, not universal."
"DPN2026/DPN07. Communication & Connection.pdf","DPN2026 lecture sequence","pdf","6561554","9269676186d44d202fd50a203dcd38f8e561461ffa0a1c6404cbbe2abb49c222","81","not applicable","no separate speaker notes","","authoritative current lecture handout","Connection, stress, and relational quality; communication as inference between hidden inner worlds; egocentric projection, false consensus, transparency, email tone and nonverbal cues; perspective-getting, questions, listening, validation, conversational depth; appreciation/help/support; warm honesty, conflict, apology and repair.","Forecast-versus-experience paired conversation; tapping/email/couples accuracy; nail video; three conversation types; perspective-getting loop; sensitive/deep questions; gratitude/help; Net and pinch/crunch; apology; triad lab and observer scorecard.","81 pages; 21 image objects. Includes relationship meta-analysis N=308,849/148 studies, email/voice accuracy, tappers’ forecast, stranger/deep-conversation forecast gaps, and neural-coupling claims; preserve samples and uncertainty when redrawn.","Reference pages 77–81 include Epley, Brooks, Huang, Kardas, Laurenceau, Hasson, Aron, Eisenberger, Bradford/Robin, apology/conflict sources; one YouTube link.","Mostly original tables/diagrams, plus research charts, book/video stills, and decorative cover images. Redraw quantitative charts, link video, and use licensed/original decorative art.","chapters/28-communication-is-joint-inference.qmd and 29-the-art-of-conversation-and-repair.qmd; appendix A labs","substantially incorporated","same Part IX chapters and appendix tools","retain as authoritative sequence; verify quantitative claims and rights","Interbrain coupling reflects time-linked alignment, not literal shared minds or guaranteed understanding. Social-pain neural overlap should not be described as identity with physical pain."
"Editable_Active_Inference_Diagram_with_Icons  -  Repaired.pptx","01 Foundations — predictive processing, free energy, and active inference || ADDITIONAL AUDIT: Top-level repaired active-inference assets","pptx","19181","ea1e7293c6ef4b10290dec2f88bdf0d1d9dbaf7cd0a105db9e50b0085816fa70","1 slides || ADDITIONAL AUDIT: 1","none || ADDITIONAL AUDIT: 0","no nonempty speaker notes detected || ADDITIONAL AUDIT: no","Diagram companion to the three active-inference decks","single-slide native editable diagram asset || ADDITIONAL AUDIT: single-slide editable source asset","Defines priors, likelihood, prediction error, precision, generative models, Markov blankets, variational free energy, expected free energy, policies, epistemic/pragmatic value, active sampling, and habit as policy prior; applies them to framing, bias, interoception, identity, communication, persuasion, negotiation, and exploration/exploitation. || ADDITIONAL AUDIT: One editable diagram linking environment/external states, sensory input/feedback, internal model, predictions, action, and model update for judgment and decision-making.","Ambiguous perception; eye movements as experiments; asking for evidence about AI advice; negotiation questions that reveal hidden states; source credibility as precision; framing as prior/model selection; habitual policies; uncertainty-reducing action. || ADDITIONAL AUDIT: Diagram itself can support explanation or an in-class tracing activity.","Advanced variants include Bayes, variational-free-energy and expected-free-energy notation. Mathematical equivalences and empirical applications must be stated with assumptions; broad high-level applications are hypotheses/metaphors unless operationalized. || ADDITIONAL AUDIT: One slide; no hidden slides or notes; no empirical numbers.","Friston (2010, 2023); Clark (2013); Rao and Ballard (1999); Parr, Pezzulo, and Friston (2022); Buckley et al.; Sajid et al.; Gottlieb and Oudeyer; Friston and Frith. No extractable embedded hyperlink; bibliography text still requires source verification. || ADDITIONAL AUDIT: No citations or hyperlinks in the asset.","0 packaged media item(s). Rights are not established merely by inclusion in lecture notes. Use facts/data, not reproduced journal figures; redraw plots/tables from verified numeric results and cite the original study. Link to videos unless licensed. Replace commercial screenshots, celebrity/news photos, UI captures, cartoons, and textbook art with licensed/public-domain/original assets. Modification alone does not extinguish copyright. Native-shape diagrams are the safest reusable elements, subject to source attribution and an independent layout/redraw. || ADDITIONAL AUDIT: Native PowerPoint shapes/text with icon/emoji-like symbols and no embedded media. Rebuild in the book’s SVG style for consistent arrows, typography, and accessibility.","Chapter 06 covers predictive inference and precision but not a formal active-inference treatment; related language appears in communication and negotiation chapters. || ADDITIONAL AUDIT: chapters/06-the-predictive-mind.qmd contains a simpler conceptual treatment","Partial: priors/prediction error/precision are strong, but epistemic versus pragmatic action and the limits/testability of active inference could be clearer. Formal Markov-blanket/free-energy derivations are not needed in the main teaching journey. || ADDITIONAL AUDIT: partial/reusable asset","After chapter 06, add a bounded optional toolkit; integrate epistemic action into probability/decision hygiene and negotiation questions. || ADDITIONAL AUDIT: chapters/06-the-predictive-mind.qmd","Reuse/redraw as an editable conceptual figure after checking labels and accessibility. || ADDITIONAL AUDIT: reuse the conceptual topology, not the slide screenshot","Container/content extraction succeeded; no parser error. || ADDITIONAL AUDIT: One-slide deck is structurally editable and rights-low-risk, but the labels should distinguish generative process, generative model, observation, and action more precisely. || ADDITIONAL AUDIT: Overlapping assignments reconciled from: lecture-audit-foundations-risk.csv, lecture-audit-methods-happiness.csv."
"FEP_Active_Inference_Behavioral_Economics_Lecture  -  Repaired.pptx","01 Foundations — predictive processing, free energy, and active inference || ADDITIONAL AUDIT: Top-level repaired active-inference assets","pptx","122299","791c22c074afc39856aaec2d0e9cc7fc323910376f5b1a1700b953e449de4a8a","32 slides || ADDITIONAL AUDIT: 32","none || ADDITIONAL AUDIT: 0","yes — 32 slide(s) with nonempty notes || ADDITIONAL AUDIT: yes (32/32 slides)","32-slide applied companion to the 24-slide mathematical FEP variant and 20-slide Active Inference deck","broad applied active-inference variant || ADDITIONAL AUDIT: broad alternative teaching deck","Defines priors, likelihood, prediction error, precision, generative models, Markov blankets, variational free energy, expected free energy, policies, epistemic/pragmatic value, active sampling, and habit as policy prior; applies them to framing, bias, interoception, identity, communication, persuasion, negotiation, and exploration/exploitation. || ADDITIONAL AUDIT: Broad free-energy/active-inference overview with perception, precision, action, bias, dual-process, memory/reconsolidation, addiction, persuasion, communication, and negotiation applications.","Ambiguous perception; eye movements as experiments; asking for evidence about AI advice; negotiation questions that reveal hidden states; source credibility as precision; framing as prior/model selection; habitual policies; uncertainty-reducing action. || ADDITIONAL AUDIT: Behavioral examples and conceptual mappings across judgment, persuasion, and negotiation.","Advanced variants include Bayes, variational-free-energy and expected-free-energy notation. Mathematical equivalences and empirical applications must be stated with assumptions; broad high-level applications are hypotheses/metaphors unless operationalized. || ADDITIONAL AUDIT: 32 slides; notes on all 32; equations/concepts but no original empirical dataset; several one-to-one mappings from biases to free-energy language are speculative.","Friston (2010, 2023); Clark (2013); Rao and Ballard (1999); Parr, Pezzulo, and Friston (2022); Buckley et al.; Sajid et al.; Gottlieb and Oudeyer; Friston and Frith. No extractable embedded hyperlink; bibliography text still requires source verification. || ADDITIONAL AUDIT: Reference list in deck/notes; no external hyperlinks or embedded media.","0 packaged media item(s). Rights are not established merely by inclusion in lecture notes. Use facts/data, not reproduced journal figures; redraw plots/tables from verified numeric results and cite the original study. Link to videos unless licensed. Replace commercial screenshots, celebrity/news photos, UI captures, cartoons, and textbook art with licensed/public-domain/original assets. Modification alone does not extinguish copyright. Native-shape diagrams are the safest reusable elements, subject to source attribution and an independent layout/redraw. || ADDITIONAL AUDIT: All-native shapes and text. Any retained diagram can be rebuilt directly in book style.","Chapter 06 covers predictive inference and precision but not a formal active-inference treatment; related language appears in communication and negotiation chapters. || ADDITIONAL AUDIT: Basic content in chapters/06-the-predictive-mind.qmd; applications scattered across later chapters","Partial: priors/prediction error/precision are strong, but epistemic versus pragmatic action and the limits/testability of active inference could be clearer. Formal Markov-blanket/free-energy derivations are not needed in the main teaching journey. || ADDITIONAL AUDIT: partial/overlapping","After chapter 06, add a bounded optional toolkit; integrate epistemic action into probability/decision hygiene and negotiation questions. || ADDITIONAL AUDIT: chapter 6 only, using the technically more precise 24-slide variant as conceptual authority","Optional advanced toolkit; keep applications explicitly hypothetical/testable. || ADDITIONAL AUDIT: use as idea inventory, not as independent evidence","Container/content extraction succeeded; no parser error. || ADDITIONAL AUDIT: Do not explain anchoring, loss aversion, addiction, dual-process, or memory reconsolidation as direct consequences of FEP without a specified model and comparative evidence. || ADDITIONAL AUDIT: Overlapping assignments reconciled from: lecture-audit-foundations-risk.csv, lecture-audit-methods-happiness.csv."
"FEP_Active_Inference_Behavioral_Economics_Lecture(1)  -  Repaired.pptx","01 Foundations — predictive processing, free energy, and active inference || ADDITIONAL AUDIT: Top-level repaired active-inference assets","pptx","103576","7453374f097075c35e40a1184f1e329690ca19596605bb759b6e477db50c89a4","24 slides || ADDITIONAL AUDIT: 24","none || ADDITIONAL AUDIT: 0","yes — 24 slide(s) with nonempty notes || ADDITIONAL AUDIT: yes (24/24 slides)","24-slide mathematical companion to the 32-slide FEP lecture and 20-slide Active Inference deck","advanced mathematical active-inference variant || ADDITIONAL AUDIT: technically precise alternative deck","Defines priors, likelihood, prediction error, precision, generative models, Markov blankets, variational free energy, expected free energy, policies, epistemic/pragmatic value, active sampling, and habit as policy prior; applies them to framing, bias, interoception, identity, communication, persuasion, negotiation, and exploration/exploitation. || ADDITIONAL AUDIT: Generative process versus generative model; notation and Markov blanket; Bayesian inference; ordinary surprise versus Bayesian surprise; variational free energy; perception/action/learning; precision; prior preferences; expected free energy; exploration/exploitation; judgment, persuasion, communication, negotiation; model-comparison caveat.","Ambiguous perception; eye movements as experiments; asking for evidence about AI advice; negotiation questions that reveal hidden states; source credibility as precision; framing as prior/model selection; habitual policies; uncertainty-reducing action. || ADDITIONAL AUDIT: Object-jump inference; hot-room action; negotiation diagnostic question; persuasion and communication examples; hidden-state-before-concession class exercise.","Advanced variants include Bayes, variational-free-energy and expected-free-energy notation. Mathematical equivalences and empirical applications must be stated with assumptions; broad high-level applications are hypotheses/metaphors unless operationalized. || ADDITIONAL AUDIT: 24 slides; notes on all 24; equations for Bayes, variational F, and expected G; no empirical effect estimates.","Friston (2010, 2023); Clark (2013); Rao and Ballard (1999); Parr, Pezzulo, and Friston (2022); Buckley et al.; Sajid et al.; Gottlieb and Oudeyer; Friston and Frith. No extractable embedded hyperlink; bibliography text still requires source verification. || ADDITIONAL AUDIT: Parr/Pezzulo/Friston, Friston, Clark, Rao/Ballard, Buckley, Smith/Friston/Whyte references; no external hyperlinks.","0 packaged media item(s). Rights are not established merely by inclusion in lecture notes. Use facts/data, not reproduced journal figures; redraw plots/tables from verified numeric results and cite the original study. Link to videos unless licensed. Replace commercial screenshots, celebrity/news photos, UI captures, cartoons, and textbook art with licensed/public-domain/original assets. Modification alone does not extinguish copyright. Native-shape diagrams are the safest reusable elements, subject to source attribution and an independent layout/redraw. || ADDITIONAL AUDIT: All-native shapes/text; visually clean and readily redrawn. No embedded raster media.","Chapter 06 covers predictive inference and precision but not a formal active-inference treatment; related language appears in communication and negotiation chapters. || ADDITIONAL AUDIT: chapters/06-the-predictive-mind.qmd (only basic version)","Partial: priors/prediction error/precision are strong, but epistemic versus pragmatic action and the limits/testability of active inference could be clearer. Formal Markov-blanket/free-energy derivations are not needed in the main teaching journey. || ADDITIONAL AUDIT: partial","After chapter 06, add a bounded optional toolkit; integrate epistemic action into probability/decision hygiene and negotiation questions. || ADDITIONAL AUDIT: chapters/06-the-predictive-mind.qmd; optional equation-light advanced box","Optional advanced toolkit; keep applications explicitly hypothetical/testable. || ADDITIONAL AUDIT: incorporate key distinctions and one application; avoid importing full formalism","Container/content extraction succeeded; no parser error. || ADDITIONAL AUDIT: Best technical source among the repaired decks. Preserve the distinction between generative process and model, ordinary and Bayesian surprise, and inference versus encoded world state. Keep the final model-identification warning. || ADDITIONAL AUDIT: Overlapping assignments reconciled from: lecture-audit-foundations-risk.csv, lecture-audit-methods-happiness.csv."
"Readings/.DS_Store","Readings","none","6148","2b3a18a1838808fd29d2ea17030dd4535de982e8b7d360efc55f0899eb63f105","not applicable","not applicable","not applicable","","macOS administrative artifact","Finder metadata only; no teaching content.","None.","None.","None.","No visual content.","None.","not applicable","none","omit/delete only if later authorized","Binary plist not treated as a reading."
"Readings/01 - AI, Prediction and Complexity/AI and Behavioral Economics.pdf","Readings / AI, prediction, and complexity","pdf","230244","dc0f9d7ba5a4bf301314c104c8fb14e04b207ffdb8c146ff9139dc4091b3c189","24","not applicable","no separate speaker notes","","published scholarly chapter","Camerer on machine learning as open-minded feature discovery and theory benchmark; prospect theory versus flexible ML; noisy/overfit human judgment; clinical versus statistical prediction; AI as “bionic patch” or behavioral “malware”; recommender systems and price discrimination.","Bargaining/risky-choice/game prediction examples; Meehl/Dawes clinical-versus-actuarial comparison; human–AI complement/substitution discussion.","24 pages; 2 image objects. Claims compare prediction performance across theory and ML in cited datasets; reuse only after checking the original study/table.","Camerer, chapter 24 in Agrawal, Gans & Goldfarb (eds.), The Economics of Artificial Intelligence (2019), plus cited primary literature; no parsed external URLs in this excerpt.","Copyrighted book chapter. Quote sparingly and create original conceptual diagrams; do not reproduce its pages/figures.","chapters/35-decision-hygiene.qmd briefly treats AI as input, not authority; prediction/value split also in chapter 1","partial","short AI prediction/judgment box in chapters/01 or 35; research-method implications in new methods appendix","synthesize and cite; no direct reproduction","Valuable framing source, but it is a 2019 snapshot. Update current ML examples if making state-of-the-art claims and separate predictive accuracy from causal/decision value."
"Readings/01 - AI, Prediction and Complexity/Impact of ML on economics.pdf","Readings / AI, prediction, and complexity","pdf","241487","b3f6939ca570daa573274f2c6c21add0e3ccb97fbc42d2295adeb925e0eabb1b","45","not applicable","no separate speaker notes","","published scholarly chapter","Athey on supervised/unsupervised learning, train/test separation, cross-validation, prediction versus causal identification, double/debiased ML, heterogeneous effects, policy learning/contextual bandits, interpretability, fairness, manipulation, and systemic risk.","Model selection and cross-validation examples; treatment-effect heterogeneity and policy targeting; digital-platform and market-design examples.","45 pages; text/table-focused. Contains methodological formulas and application statistics; none should be detached from estimands/assumptions.","Susan Athey, chapter 21 in The Economics of Artificial Intelligence (2019), with extensive scholarly bibliography; no parsed external URLs in excerpt.","Copyrighted chapter. Recreate only original teaching diagrams/tables and cite the chapter/primary papers.","No research-method appendix; chapter 35 has only high-level model/AI advice","missing","new methods appendix section “Prediction is not identification” and a short decision-hygiene box","synthesize selectively; update methods literature","Prediction–causality distinction is high value. Double ML, fairness, and bandit claims are technical and should be introduced only with appropriate assumptions; the field has advanced since 2019."
"Readings/01 - AI, Prediction and Complexity/Impact_ML_on_Econ_Summary.pptx","Readings / AI, prediction, and complexity","pptx","38720","53b299a92e0b9f5189a4935be118ff74e648dfdb7dc530e57e5e605ae49f22fb","11","0","no","Readings/01 - AI, Prediction and Complexity/Impact of ML on economics.pdf","derivative summary deck","Eleven-slide synopsis of the Athey machine-learning/economics chapter.","Compact recap questions/examples derived from the source chapter.","11 slides, no hidden or notes, no media; no independent quantitative results.","Derivative of Athey chapter; no hyperlinks or independent references.","All-native text/shapes, but it adds no independent rights or evidentiary authority.","No methods appendix","duplicate/summary","new methods appendix","use the published chapter, not this summary, as source authority","Textual overlap is low because this is a high-level paraphrase, but the conceptual dependency is explicit."
"Readings/01 - AI, Prediction and Complexity/Prediction Judgment and Complexity.pdf","Readings / AI, prediction, and complexity","pdf","305345","dc01cdf8ed6a9bd8d911803c6c22df616a7674716de03b438bd6e5811c9e01dd","26","not applicable","no separate speaker notes","","published scholarly chapter","Prediction infers a state; judgment maps actions and states to payoffs. Discusses prediction and judgment as complements/substitutes, task frequency versus accuracy, radiology, complexity, automation, contracts, and firm boundaries.","Radiology and repeated-decision examples; classify what AI predicts versus what a human/organization must value and decide.","26 pages; text-focused. Comparative examples are conceptual/economic rather than a single headline effect estimate.","Agrawal, Gans & Goldfarb, chapter 3 in The Economics of Artificial Intelligence (2019), with cited sources; no parsed URLs.","Copyrighted chapter. Use the distinction in original prose/diagram and cite; no page or figure reproduction.","Prediction–valuation split in chapters/01 and 07; AI decision systems in chapter 35","partial","chapters/01-the-choice-is-the-tip-of-the-iceberg.qmd and 35-decision-hygiene.qmd","incorporate as a concise bridge: prediction does not decide","High-value organizing distinction. Avoid implying judgment is uniquely human; define judgment functionally and keep value/goal ownership explicit."
"Readings/01 - AI, Prediction and Complexity/Prediction_Judgment_Complexity_Summary.pptx","Readings / AI, prediction, and complexity","pptx","39766","6c79d30766d6f5dd1f8dc474fac936ff444d84fbbc3cdd547e58727b619133b8","12","0","no","Readings/01 - AI, Prediction and Complexity/Prediction Judgment and Complexity.pdf","derivative summary deck","Twelve-slide synopsis of prediction versus judgment, complements/substitutes, complexity, and organization.","Compact classification questions based on the source chapter.","12 slides, no hidden or notes, no media; no independent quantitative results.","Derivative of Agrawal, Gans & Goldfarb chapter 3; no hyperlinks.","Native text/shapes; no independent source authority.","Prediction–valuation split and decision hygiene are partial","duplicate/summary","chapters 1 and 35","use the published chapter as source authority","Conceptual summary only; not an additional reading to cite."
"Readings/01 - AI, Prediction and Complexity/The economics of artificial intelligence an agenda.pdf","Readings / AI, prediction, and complexity","pdf","3983207","7f3e4ef096e63727facd42f052b69209be1eea5c5a5465fe7df5f928e366fcf7","643","not applicable","no separate speaker notes","","copyrighted edited volume / source repository","Full 2019 NBER/University of Chicago Press volume spanning AI as general-purpose technology, growth/jobs/inequality, regulation/privacy/trade/tort, machine learning in economics, organization, prediction/judgment, and behavioral economics.","Twenty-four chapters supply cases across firms, labor, policy, law, prediction, and behavior; only chapters 3, 21, and 24 are directly prioritized for this book revision.","643 pages; 75 image objects; numerous quantitative claims across independent chapters. No attempt should treat the volume as one homogeneous evidence source.","Agrawal, Gans & Goldfarb (eds.), The Economics of Artificial Intelligence: An Agenda (2019); two parsed URLs, plus extensive chapter bibliographies.","Copyright page states all rights reserved and prohibits reproduction except brief quotations. Do not embed pages, tables, or figures; cite individual chapters and return to primary data where redrawing results.","Scattered partial coverage in chapters 1, 35, and 36","source repository, not a chapter-sized gap","use chapters 3, 21, and 24 at the destinations specified in their individual rows","cite selectively; do not attempt exhaustive incorporation of this external volume","The user asked to incorporate lecture-note content, not copy a 643-page commercial book. Treat the volume as background evidence. Its 2019 policy/technology claims may be dated."
