Concept,Home,Book file,Section,Body match,Lecture source,Slide/page
Investor overtrading,27,chapters/27-markets-mispricing-and-bubbles.qmd,A two-direction bubble dashboard,True,BE-Aalborg/BE2026/BE09. Behavioral Finance.pptx,2
Leverage,27,chapters/27-markets-mispricing-and-bubbles.qmd,A two-direction bubble dashboard,True,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,14
Systemic risk,27,chapters/27-markets-mispricing-and-bubbles.qmd,A two-direction bubble dashboard,True,"BE-Aalborg/Readings/01 - AI, Prediction and Complexity/Impact_ML_on_Econ_Summary.pptx",10
Short selling,27,chapters/27-markets-mispricing-and-bubbles.qmd,One laboratory market: a known risk-neutral benchmark can still be exceeded,True,"BE-Aalborg/06 - Time, Money and Finance/14. Asset Bubbles.pptx",40
Obedience,28,chapters/28-authority-groupthink-and-shared-responsibility.qmd,Authority and responsibility,True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,31
Authority,28,chapters/28-authority-groupthink-and-shared-responsibility.qmd,Diagnose the pathway,True,BE-Aalborg/BE2026/BE12. Mental Acounting.pptx,46
Bystander effect,28,chapters/28-authority-groupthink-and-shared-responsibility.qmd,Bystanders and pluralistic ignorance,True,BE-Aalborg/Readings/Instructor Notes/Replication Crisis References.docx,
Diffusion of responsibility,28,chapters/28-authority-groupthink-and-shared-responsibility.qmd,Diagnose the pathway,True,,
Groupthink,28,chapters/28-authority-groupthink-and-shared-responsibility.qmd,Authority and responsibility,True,DPN-Aalborg/additional topics/2026/DPN Comprehensive Synthesis Deck.pptx,12
Shared-information bias,28,chapters/28-authority-groupthink-and-shared-responsibility.qmd,Diagnose the pathway,True,BE-Aalborg/09 - Additional Topics/Existing Additional Topics/Behavioral Decision Theory additional.pptx,32
Group polarization,28,chapters/28-authority-groupthink-and-shared-responsibility.qmd,Opening / chapter overview,False,,
Psychological safety,28,chapters/28-authority-groupthink-and-shared-responsibility.qmd,Groupthink: a familiar but contested umbrella,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,55
Culture,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Research Lens: testing an honor mechanism {#research-lens-one-bounded-test-of-an-honor-mechanism},True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,29
Social identity,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,The culture-and-identity meaning audit,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,9
Individualism,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Lens 1: Which self or identity enters the decision?,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,54
Collectivism,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Lens 1: Which self or identity enters the decision?,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,55
Analytic versus holistic cognition,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Lens 1: Which self or identity enters the decision?,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,42
Tightness-looseness,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Lens 2: How tightly is deviation sanctioned?,True,,
Power distance,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Lens 3: How do hierarchy and face filter information?,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,54
Face culture,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Research Lens: testing an honor mechanism {#research-lens-one-bounded-test-of-an-honor-mechanism},True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,35
Honor culture,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Research Lens: testing an honor mechanism {#research-lens-one-bounded-test-of-an-honor-mechanism},True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,38
Dignity culture,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Research Lens: testing an honor mechanism {#research-lens-one-bounded-test-of-an-honor-mechanism},True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,17
Big Five,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Research Lens: personality is not culture or identity,True,"BE-Aalborg/02 - Attention, Heuristics and Biases/05. Biases.pptx",86
Personality traits,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Research Lens: personality is not culture or identity,True,"BE-Aalborg/02 - Attention, Heuristics and Biases/05. Biases.pptx",86
WEIRD samples,29,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,Opening / chapter overview,False,"BE-Aalborg/04 - Risk, Probability and Prospect Theory/08. Probability Judgment.pptx",60
Persuasion,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,Resistance and reactance,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,20
Source credibility,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Source, evidence, and stakes",True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,55
Ethos,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Source, evidence, and stakes",True,"BE-Aalborg/03 - Context, Habits and Choice Architecture/06&07. Contextual Influence.pptx",105
Logos,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Source, evidence, and stakes",True,"BE-Aalborg/03 - Context, Habits and Choice Architecture/06&07. Contextual Influence.pptx",106
Pathos,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Source, evidence, and stakes",True,DPN-Aalborg/05. Persuasion.pdf,3
Elaboration likelihood model,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,Two routes through a message,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,89
Heuristic-systematic model,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,Two routes through a message,True,DPN-Aalborg/00. ARTS_model_of_influence_predictive_processing_4h_lecture_deck  -  Repaired.pptx,44
Sufficiency principle,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,Two routes through a message,True,DPN-Aalborg/00. ARTS_model_of_influence_predictive_processing_4h_lecture_deck  -  Repaired.pptx,44
Sleeper effect,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Source, evidence, and stakes",True,,
Fear appeals,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Source, evidence, and stakes",True,DPN-Aalborg/00. ARTS_model_of_influence_predictive_processing_4h_lecture_deck  -  Repaired.pptx,3
Reactance,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,Resistance and reactance,True,"BE-Aalborg/Readings/03 - Priming and Goal Setting/Priming, Subliminal Messaging, and Positive Thinking_ A Scientific Review and the Replication Crisis.docx",
Foot-in-the-door,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Small commitments, concessions, and self-persuasion {#commitment-and-self-persuasion}",True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,68
Door-in-the-face,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Small commitments, concessions, and self-persuasion {#commitment-and-self-persuasion}",True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,60
Self-persuasion,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Small commitments, concessions, and self-persuasion {#commitment-and-self-persuasion}",True,BE-Aalborg/01 - Foundations and Neuroscience/Anatomy of Decision.docx,
Commitment and consistency,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,From information transfer to model updating,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,23
Reciprocity,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Influence cues are signals, not buttons",True,BE-Aalborg/BE2026/BE07&08. Behavioral Game Theory.pptx,3
Scarcity,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Influence cues are signals, not buttons",True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,13
Liking,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Influence cues are signals, not buttons",True,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,32
Unity,30,chapters/30-persuasion-changing-minds-means-updating-models.qmd,"Influence cues are signals, not buttons",True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,12
Narrative persuasion,31,chapters/31-why-stories-move-minds.qmd,Why facts alone can fail,True,DPN-Aalborg/00. ARTS_model_of_influence_predictive_processing_4h_lecture_deck  -  Repaired.pptx,101
Transportation,31,chapters/31-why-stories-move-minds.qmd,1. Attention and curiosity,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,91
Identification,31,chapters/31-why-stories-move-minds.qmd,2. Identity and self-reference,True,"BE-Aalborg/02 - Attention, Heuristics and Biases/05. Biases.pptx",3
Self-reference,31,chapters/31-why-stories-move-minds.qmd,Four mechanisms of narrative persuasion,True,BE-Aalborg/BE02. Decision Making Process.pdf,42
Curiosity,31,chapters/31-why-stories-move-minds.qmd,Four mechanisms of narrative persuasion,True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,26
Information gap,31,chapters/31-why-stories-move-minds.qmd,Opening / chapter overview,False,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,56
Identifiable victim,31,chapters/31-why-stories-move-minds.qmd,The power—and danger—of one {#the-powerand-dangerof-one},True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,91
Compassion and statistics,31,chapters/31-why-stories-move-minds.qmd,The power—and danger—of one {#the-powerand-dangerof-one},True,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,23
Narrative simulation,31,chapters/31-why-stories-move-minds.qmd,Four mechanisms of narrative persuasion,True,BE-Aalborg/BE2026/BE04. Two Systems of Thinking.pptx,23
Interbrain coupling,31,chapters/31-why-stories-move-minds.qmd,Research Lens: following the same story,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,98
ABT,32,chapters/32-building-an-evidence-aligned-message.qmd,The STORY framework,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,3
STORY,32,chapters/32-building-an-evidence-aligned-message.qmd,The STORY framework,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,34
SUCCES,32,chapters/32-building-an-evidence-aligned-message.qmd,Ethical storytelling,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,32
Narrative index,32,chapters/32-building-an-evidence-aligned-message.qmd,The STORY framework,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,43
Audience model,32,chapters/32-building-an-evidence-aligned-message.qmd,The STORY framework,True,BE-Aalborg/BE2026/BE04. Two Systems of Thinking.pptx,18
Evidence-aligned message,32,chapters/32-building-an-evidence-aligned-message.qmd,The STORY framework,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,29
Social value of sharing,32,chapters/32-building-an-evidence-aligned-message.qmd,Edit for clarity without confusing fluency with truth,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,1
Common ground,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,Communication is coordination and repair,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,35
Pragmatic inference,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,Communication is coordination and repair,True,BE-Aalborg/01 - Foundations and Neuroscience/02. Science of Decision-Making.pdf,66
Shared reality,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,Learning goals,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,35
Egocentric projection,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,When your own view becomes the default,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,19
Illusion of transparency,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,When intention feels visible,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,22
Illusion of understanding,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,When intention feels visible,True,DPN-Aalborg/00. Active Inference.pptx,132
Perspective-taking,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,Communication is coordination and repair,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,35
Perspective-getting,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,Communication is coordination and repair,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,35
Listening feedback,33,chapters/33-communication-language-is-not-a-file-transfer.qmd,When your own view becomes the default,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,2
Responsive listening,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Diagnose the conversation before answering it,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,6
Validation,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Diagnose the conversation before answering it,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,39
Deep conversation,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Watch for the mismatch,True,BE-Aalborg/BE2026/BE07&08. Behavioral Game Theory.pptx,26
Appreciation,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Two small practices that strengthen connection,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,6
Warm honesty,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Cross the net carefully,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,63
Co-rumination,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Support without trapping attention,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,62
Apology,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Constructive disagreement,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,6
Forgiveness,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Optional research note: forgiveness without surrendering judgment,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,80
Ben Franklin effect,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Two small practices that strengthen connection,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,70
Social connection,34,chapters/34-connection-and-repair-warm-honesty-makes-truth-usable.qmd,Test the social forecast,True,BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,43
Principled negotiation,35,chapters/35-negotiation-as-joint-decision-design.qmd,"Positions, interests, and issues",True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,13
Interests versus positions,35,chapters/35-negotiation-as-joint-decision-design.qmd,Replace performance myths with design questions,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,13
Value creation versus claiming,35,chapters/35-negotiation-as-joint-decision-design.qmd,Replace performance myths with design questions,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,15
Negotiation preparation,35,chapters/35-negotiation-as-joint-decision-design.qmd,Claiming and creating value,True,BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,24
Negotiator's dilemma,35,chapters/35-negotiation-as-joint-decision-design.qmd,Claiming and creating value,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,49
BATNA,36,chapters/36-preparing-and-claiming-value.qmd,A complete preparation test,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,2
Reservation value,36,chapters/36-preparing-and-claiming-value.qmd,A complete preparation test,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,2
Aspiration,36,chapters/36-preparing-and-claiming-value.qmd,A complete preparation test,True,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,17
ZOPA,36,chapters/36-preparing-and-claiming-value.qmd,A complete preparation test,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,2
Bargaining surplus,36,chapters/36-preparing-and-claiming-value.qmd,A complete preparation test,True,BE-Aalborg/BE2026/BE12. Mental Acounting.pptx,7
First offers,36,chapters/36-preparing-and-claiming-value.qmd,2. Open: anchor only when you can defend the frame,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,2
Precise offers,36,chapters/36-preparing-and-claiming-value.qmd,3. Respond: return to independent analysis,True,BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,2
Range offers,36,chapters/36-preparing-and-claiming-value.qmd,2. Open: anchor only when you can defend the frame,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,31
Reciprocal concessions,36,chapters/36-preparing-and-claiming-value.qmd,4. Move: make concessions carry information,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,60
Bargaining power,36,chapters/36-preparing-and-claiming-value.qmd,Map the bargaining zone,True,BE-Aalborg/BE2026/BE04. Two Systems of Thinking.pptx,25
Deadlines,36,chapters/36-preparing-and-claiming-value.qmd,A complete preparation test,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,11
Fixed-pie bias,37,chapters/37-creating-value-across-differences.qmd,Barriers to value creation,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,2
Logrolling,37,chapters/37-creating-value-across-differences.qmd,An information strategy for creating and claiming value,True,DPN-Aalborg/00. ARTS_model_of_influence_predictive_processing_4h_lecture_deck  -  Repaired.pptx,67
Issue priorities,37,chapters/37-creating-value-across-differences.qmd,Barriers to value creation,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,37
Pareto efficiency,37,chapters/37-creating-value-across-differences.qmd,Differences are opportunities,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,4
Integrative bargaining,37,chapters/37-creating-value-across-differences.qmd,Opening / chapter overview,True,DPN-Aalborg/DPN05. Distributive Negotiation.pptx,9
Information exchange,37,chapters/37-creating-value-across-differences.qmd,Barriers to value creation,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,15
Differences in risk preferences,37,chapters/37-creating-value-across-differences.qmd,Preparing across issues,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,2
Differences in forecasts,37,chapters/37-creating-value-across-differences.qmd,Barriers to value creation,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,9
MESO,38,chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,14
Contingent contracts,38,chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,4
Post-settlement settlements,38,chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,21
Staged disclosure,38,chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,True,,
Asymmetric information,38,chapters/38-designing-better-agreements.qmd,Add an advanced module only for a diagnosed problem,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,15
Lie detection,38,chapters/38-designing-better-agreements.qmd,Culture changes the meaning of a move,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,4
Mediation,38,chapters/38-designing-better-agreements.qmd,Research Lens: when direct negotiation needs a third party,True,BE-Aalborg/BE2026/BE09. Behavioral Finance.pptx,56
Arbitration,38,chapters/38-designing-better-agreements.qmd,Research Lens: when direct negotiation needs a third party,True,DPN-Aalborg/DPN06. Integrative Negotiation.pptx,4
Process negotiation,38,chapters/38-designing-better-agreements.qmd,Start with a minimum viable agreement,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,2
Implementation,38,chapters/38-designing-better-agreements.qmd,Ask before inferring,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,32
B=MAP,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,Research note: the ideas behind the workflow,True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,2
Implementation intentions,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,Optional tools for a diagnosed bottleneck,True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,2
Mental contrasting,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,Optional tools for a diagnosed bottleneck,True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,38
WOOP,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,"Measure the loop, not the story",True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,2
Temptation bundling,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,"Measure the loop, not the story",True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,41
Friction,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,One primary workflow,True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,2
Prompts,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,One primary workflow,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,7
Habit discontinuity,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,"Measure the loop, not the story",True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,35
Commitment devices,39,chapters/39-behavior-design-make-the-better-action-easier.qmd,"Measure the loop, not the story",True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,23
Nudges,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,From behavior design to choice architecture,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,20
Defaults,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Ask, do not merely tell—but define the real choice",True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,33
Choice overload,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Construct the menu: options, order, and overload",True,"BE-Aalborg/02 - Attention, Heuristics and Biases/05. Biases.pptx",68
Active choice,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Ethics and governance: helping, steering, or manipulating?",True,BE-Aalborg/BE2026/BE06. Habits and Behavior Design.pptx,39
Sludge,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Simplification, friction, and sludge",True,DPN-Aalborg/00. ARTS_model_of_influence_predictive_processing_4h_lecture_deck  -  Repaired.pptx,4
Simplification,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Make action feasible and feedback visible,True,"BE-Aalborg/06 - Time, Money and Finance/16. Intertemporal Decision-Making.pptx",41
Salience,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Support action at the right moment,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,22
Feedback,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Close the loop: feedback and error-proofing,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,2
Digital choice architecture,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Worked example: subscription and cancellation sludge,True,DPN-Aalborg/DPN02. Attention_Prediction_Expectation.pptx,10
Dark patterns,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,Digital architecture operates at full-path scale,True,BE-Aalborg/BE2026/BE07. Strategic Interdependence.pptx,84
Welfare and autonomy,40,chapters/40-choice-architecture-the-environment-gets-a-vote.qmd,"Construct the menu: options, order, and overload",True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,31
Noise,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The final standard,True,BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,43
Structured judgment,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,"Why judgment systems fail: bias, noise, and misplaced intuition",True,DPN-Aalborg/Decision_Making_Enriched_Book.docx,
Independent judgment,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The structured judgment pipeline,True,DPN-Aalborg/Decision_Making_Enriched_Book.docx,
Aggregation,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,"Preserve independence, then aggregate",True,BE-Aalborg/BE2026/BE12. Mental Acounting.pptx,41
Premortem,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The structured judgment pipeline,True,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,14
Red team,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The structured judgment pipeline,True,BE-Aalborg/01 - Foundations and Neuroscience/Anatomy of Decision.docx,
Decision journal,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,After the outcome: learn without worshipping luck,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,2
Algorithm aversion,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,Research Lens: AI and accountable judgment,True,BE-Aalborg/01 - Foundations and Neuroscience/Active Inference  -  Repaired.pptx,15
Algorithm appreciation,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,Opening / chapter overview,False,,
Human-AI judgment,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,The final standard,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,5
Forecasting tournament,41,chapters/41-decision-hygiene-build-a-process-that-can-learn.qmd,Diagnose before redesigning: run a noise audit,True,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,14
Predictive versus causal models,42,chapters/42-data-driven-decision-making.qmd,The AI decision canvas {#ai-decision-canvas},True,BE-Aalborg/BE2026/BE04. Two Systems of Thinking.pptx,9
Machine learning,42,chapters/42-data-driven-decision-making.qmd,Opening / chapter overview,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,54
Out-of-sample validation,42,chapters/42-data-driven-decision-making.qmd,Make the test resemble the task,True,DPN-Aalborg/DPN07. Communication & Connection.pptx,39
Data leakage,42,chapters/42-data-driven-decision-making.qmd,Make the test resemble the task,True,DPN-Aalborg/additional topics/_Needs Classification/Strategic and Data-Driven Decision Making Synthesis Deck.pptx,36
Prediction target,42,chapters/42-data-driven-decision-making.qmd,Why this is the final chapter {#why-this-final-chapter},True,BE-Aalborg/BE2026/BE05. Heuristics & Biases.pptx,5
Feedback loops,42,chapters/42-data-driven-decision-making.qmd,Separate the forecast from the value of its consequences {#separate-prediction-and-valuation},True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,2
AI governance,42,chapters/42-data-driven-decision-making.qmd,Opening / chapter overview,False,"BE-Aalborg/Readings/01 - AI, Prediction and Complexity/Impact_ML_on_Econ_Summary.pptx",10
Causal experiment,42,chapters/42-data-driven-decision-making.qmd,"Trust, valuation, and responsibility {#trust-and-responsibility}",True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,6
Utility axioms,A,appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",True,"BE-Aalborg/04 - Risk, Probability and Prospect Theory/08. Probability Judgment.pptx",58
Completeness,A,appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",True,"BE-Aalborg/04 - Risk, Probability and Prospect Theory/08. Probability Judgment.pptx",42
Transitivity,A,appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",True,"BE-Aalborg/Readings/01 - AI, Prediction and Complexity/__From Perception to Choice_ Understanding the Dimensions of Decision Making__.docx",
Independence axiom,A,appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,88
Decision tree,A,appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",True,BE-Aalborg/09 - Additional Topics/Existing Additional Topics/Behavioral Decision Theory additional.pptx,124
Expected-utility representation,A,appendices/appendix-a-rational-choice-and-decision-analysis.qmd,"3. Consequences, beliefs, and expected utility {#consequences-beliefs-and-expected-utility}",True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,16
Value of perfect information,A,appendices/appendix-a-rational-choice-and-decision-analysis.qmd,7. Value of information {#value-of-information},True,DPN-Aalborg/N4. Fairness in Negotiation.pdf,19
